,0
329,3
330,5
331,5
332,1
333,5
334,2
335,5
336,5
337,9
338,2
339,1
340,3
341,2
342,5
343,7
344,2
345,6
346,2
347,5
348,1
349,5
350,5
351,3
352,3
353,5
354,3
355,2
356,9
357,8
358,3
359,1
360,7
361,9
362,2
363,5
364,3
365,2
366,2
367,8
368,2
369,2
370,1
371,5
372,2
373,3
374,2
375,3
376,5
377,2
378,5
379,2
380,3
381,5
382,2
383,5
384,8
385,2
386,1
387,5
388,2
389,3
390,5
391,8
392,2
393,5
394,7
395,8
396,2
397,2
398,5
399,3
400,1
401,3
402,5
403,8
404,2
405,5
406,5
407,0
408,2
409,2
410,4
411,0
412,3
413,5
414,2
415,5
416,8
417,0
418,8
419,3
420,6
421,8
422,5
423,8
424,5
425,5
426,8
427,7
428,2
429,2
430,9
431,4
432,2
433,8
434,5
435,7
436,7
437,8
438,8
439,2
440,5
441,9
442,3
443,1
444,4
445,0
446,2
447,5
448,2
449,5
450,8
451,5
452,2
453,5
454,2
455,8
456,6
457,8
458,2
459,5
460,8
461,1
462,5
463,9
464,1
465,5
466,5
467,3
468,8
469,0
470,5
471,3
472,8
473,1
474,5
475,5
476,1
477,8
478,2
479,9
480,3
481,2
482,0
483,5
484,8
485,5
486,8
487,9
488,8
489,3
490,5
491,5
492,5
493,5
494,8
495,5
496,1
497,5
498,1
499,5
500,3
501,2
502,2
503,2
504,5
505,3
506,5
507,9
508,3
509,2
510,3
511,5
512,5
513,5
514,5
515,5
516,2
517,5
518,3
519,7
520,3
521,2
522,3
523,5
524,3
525,3
526,5
527,3
528,7
529,5
530,8
531,2
532,7
533,5
534,8
535,2
536,6
537,5
538,6
539,5
540,1
541,1
542,3
543,3
544,5
545,3
546,3
547,2
548,7
549,5
550,3
551,8
552,2
553,8
554,2
555,5
556,8
557,8
558,5
559,3
560,0
561,5
562,1
563,2
564,2
565,7
566,7
567,2
568,2
569,5
570,5
571,5
572,0
573,2
574,8
575,2
576,3
577,7
578,2
579,6
580,5
581,3
582,5
583,5
584,9
585,3
586,5
587,1
588,5
589,8
590,9
591,2
592,3
593,5
594,2
595,5
596,9
597,2
598,3
599,3
600,4
601,0
602,3
603,3
604,2
605,5
606,9
607,2
608,1
609,9
610,5
611,5
612,5
613,3
614,2
615,8
616,5
617,7
618,8
619,8
620,2
621,8
622,1
623,6
624,9
625,7
626,5
627,1
628,3
629,9
630,5
631,3
632,3
633,0
634,3
635,1
636,2
637,3
638,6
639,9
640,6
641,3
642,5
643,6
644,3
645,3
646,1
647,5
648,5
649,0
650,9
651,3
652,3
653,3
654,3
655,8
656,1
657,3
658,1
659,5
660,3
661,9
662,3
663,8
664,2
665,3
666,2
667,8
668,5
669,5
670,5
671,0
672,1
673,5
674,2
675,5
676,2
677,8
678,0
679,3
680,6
681,9
682,1
683,3
684,7
685,5
686,5
687,1
688,8
689,0
690,6
691,5
692,3
693,2
694,2
695,1
696,5
697,3
698,3
699,7
700,5
701,8
702,2
703,1
704,6
705,7
706,3
707,2
708,5
709,7
710,5
711,9
712,3
713,3
714,8
715,9
716,2
717,5
718,5
719,2
720,8
721,3
722,5
723,5
724,9
725,7
726,5
727,2
728,6
729,5
730,6
731,0
732,5
733,5
734,3
735,2
736,2
737,5
738,1
739,2
740,2
741,5
742,5
743,7
744,5
745,8
746,3
747,6
748,8
749,9
750,6
751,3
752,5
753,5
754,2
755,5
756,5
757,5
758,2
759,5
760,2
761,1
762,5
763,5
764,9
765,5
766,2
767,3
768,8
769,5
770,0
771,3
772,2
773,5
774,5
775,5
776,2
777,2
778,5
779,5
780,8
781,7
782,7
783,5
784,5
785,2
786,3
787,9
788,3
789,5
790,0
791,3
792,7
793,5
794,3
795,2
796,2
797,8
798,3
799,5
800,5
801,3
802,1
803,2
804,5
805,9
806,5
807,9
808,9
809,1
810,8
811,5
812,7
813,5
814,5
815,0
816,3
817,2
818,5
819,3
820,5
821,9
822,1
823,6
824,5
825,7
826,8
827,3
828,3
829,1
830,1
831,5
832,5
833,2
834,9
835,0
836,9
837,5
838,3
839,8
840,0
841,3
842,5
843,7
844,2
845,5
846,8
847,8
848,7
849,5
850,2
851,1
852,5
853,5
854,3
855,5
856,3
857,5
858,2
859,5
860,5
861,0
862,1
863,3
864,6
865,5
866,5
867,0
868,2
869,5
870,5
871,4
872,8
873,8
874,5
875,2
876,3
877,7
878,9
879,5
880,1
881,7
882,9
883,2
884,0
885,8
886,7
887,5
888,9
889,5
890,7
891,7
892,2
893,9
894,5
895,5
896,3
897,5
898,6
899,5
900,5
901,6
902,7
903,5
904,0
905,0
906,1
907,5
908,5
909,0
910,5
911,3
912,8
913,2
914,1
915,2
916,5
917,2
918,3
919,5
920,3
921,5
922,5
923,3
924,5
925,2
926,4
927,5
928,1
929,3
930,2
931,5
932,0
933,8
934,6
935,9
936,2
937,7
938,7
939,5
940,2
941,5
942,1
943,3
944,5
945,6
946,7
947,0
948,7
949,7
950,6
951,2
952,9
953,5
954,2
955,9
956,5
957,3
958,2
959,1
960,9
961,5
962,1
963,0
964,9
965,6
966,5
967,2
968,0
969,7
970,5
971,2
972,2
973,5
974,5
975,1
976,5
977,5
978,5
979,9
980,8
981,1
982,8
983,5
984,3
985,5
986,1
987,1
988,7
989,5
990,1
991,5
992,2
993,5
994,6
995,6
996,5
997,5
998,5
999,5
1000,3
1001,3
1002,3
1003,2
1004,8
1005,7
1006,6
1007,3
1008,3
1009,5
1010,1
1011,9
1012,0
1013,2
1014,1
1015,1
1016,3
1017,5
1018,2
1019,9
1020,5
1021,7
1022,8
1023,2
1024,5
1025,3
1026,5
1027,0
1028,5
1029,2
1030,1
1031,8
1032,3
1033,7
1034,0
1035,7
1036,5
1037,1
1038,6
1039,2
1040,3
1041,5
1042,8
1043,2
1044,1
1045,9
1046,5
1047,3
1048,3
1049,5
1050,3
1051,5
1052,6
1053,5
1054,2
1055,3
1056,2
1057,5
1058,9
1059,8
1060,5
1061,3
1062,8
1063,5
1064,5
1065,2
1066,5
1067,5
1068,3
1069,5
1070,2
1071,8
1072,3
1073,3
1074,5
1075,2
1076,6
1077,5
1078,2
1079,5
1080,6
1081,1
1082,1
1083,3
1084,3
1085,2
1086,5
1087,3
1088,4
1089,2
1090,5
1091,9
1092,1
1093,8
1094,8
1095,3
1096,2
1097,3
1098,5
1099,8
1100,5
1101,5
1102,5
1103,3
1104,8
1105,5
1106,8
1107,8
1108,6
1109,0
1110,9
1111,5
1112,1
1113,7
1114,3
1115,5
1116,5
1117,7
1118,1
1119,1
1120,5
1121,5
1122,3
1123,3
1124,1
1125,5
1126,5
1127,2
1128,5
1129,2
1130,3
1131,5
1132,2
1133,3
1134,5
1135,2
1136,8
1137,8
1138,5
1139,1
1140,2
1141,5
1142,5
1143,5
1144,9
1145,2
1146,1
1147,2
1148,2
1149,8
1150,3
1151,6
1152,5
1153,3
1154,2
1155,8
1156,3
1157,1
1158,5
1159,6
1160,5
1161,6
1162,8
1163,8
1164,1
1165,7
1166,3
1167,5
1168,7
1169,8
1170,7
1171,8
1172,5
1173,3
1174,7
1175,6
1176,7
1177,3
1178,9
1179,9
1180,8
1181,0
1182,2
1183,8
1184,6
1185,3
1186,9
1187,8
1188,3
1189,5
1190,5
1191,5
1192,3
1193,5
1194,0
1195,8
1196,9
1197,2
1198,8
1199,5
1200,3
1201,8
1202,7
1203,3
1204,8
1205,5
1206,2
1207,1
1208,9
1209,2
1210,5
1211,2
1212,6
1213,3
1214,1
1215,7
1216,5
1217,5
1218,8
1219,5
1220,2
1221,9
1222,3
1223,7
1224,2
1225,3
1226,1
1227,8
1228,8
1229,3
1230,2
1231,5
1232,5
1233,5
1234,1
1235,5
1236,5
1237,8
1238,5
1239,5
1240,5
1241,0
1242,5
1243,2
1244,9
1245,5
1246,1
1247,5
1248,2
1249,7
1250,2
1251,8
1252,5
1253,6
1254,5
1255,5
1256,9
1257,2
1258,5
1259,5
1260,2
1261,3
1262,0
1263,5
1264,2
1265,1
1266,2
1267,5
1268,8
1269,0
1270,3
1271,5
1272,1
1273,3
1274,3
1275,3
1276,2
1277,2
1278,9
1279,3
1280,7
1281,1
1282,5
1283,1
1284,2
1285,8
1286,5
1287,7
1288,2
1289,7
1290,2
1291,5
1292,8
1293,1
1294,3
1295,1
1296,9
1297,5
1298,5
1299,5
1300,2
1301,8
1302,3
1303,5
1304,5
1305,5
1306,0
1307,2
1308,6
1309,8
1310,2
1311,2
1312,9
1313,2
1314,8
1315,3
1316,0
1317,8
1318,9
1319,6
1320,5
1321,2
1322,9
1323,5
1324,8
1325,3
1326,5
1327,3
1328,3
1329,1
1330,5
1331,7
1332,5
1333,5
1334,1
1335,3
1336,6
1337,5
1338,3
1339,7
1340,8
1341,2
1342,7
1343,3
1344,1
1345,1
1346,5
1347,3
1348,9
1349,3
1350,5
1351,5
1352,3
1353,3
1354,1
1355,2
1356,2
1357,9
1358,1
1359,5
1360,6
1361,3
1362,3
1363,6
1364,7
1365,5
1366,3
1367,1
1368,5
1369,2
1370,3
1371,8
1372,8
1373,5
1374,3
1375,3
1376,5
1377,7
1378,1
1379,1
1380,8
1381,5
1382,1
1383,3
1384,5
1385,5
1386,3
1387,7
1388,1
1389,3
1390,7
1391,5
1392,3
1393,7
1394,2
1395,6
1396,6
1397,2
1398,4
1399,5
1400,5
1401,1
1402,7
1403,5
1404,5
1405,8
1406,8
1407,1
1408,3
1409,8
1410,8
1411,3
1412,5
1413,2
1414,1
1415,5
1416,5
1417,6
1418,5
1419,6
1420,2
1421,2
1422,3
1423,2
1424,7
1425,2
1426,2
1427,3
1428,8
1429,1
1430,9
1431,5
1432,5
1433,8
1434,9
1435,2
1436,5
1437,9
1438,9
1439,2
1440,5
1441,2
1442,6
1443,3
1444,6
1445,5
1446,7
1447,6
1448,1
1449,3
1450,1
1451,3
1452,3
1453,5
1454,5
1455,6
1456,0
1457,6
1458,5
1459,1
1460,9
1461,5
1462,3
1463,7
1464,6
1465,0
1466,3
1467,2
1468,6
1469,5
1470,5
1471,3
1472,5
1473,5
1474,3
1475,5
1476,5
1477,2
1478,5
1479,1
1480,2
1481,8
1482,2
1483,3
1484,5
1485,3
1486,3
1487,8
1488,9
1489,8
1490,1
1491,5
1492,0
1493,2
1494,9
1495,7
1496,3
1497,0
1498,5
1499,1
1500,8
1501,5
1502,5
1503,8
1504,8
1505,0
1506,2
1507,3
1508,3
1509,1
1510,5
1511,6
1512,5
1513,9
1514,8
1515,5
1516,5
1517,3
1518,2
1519,5
1520,1
1521,3
1522,3
1523,3
1524,8
1525,5
1526,5
1527,5
1528,9
1529,1
1530,5
1531,3
1532,2
1533,3
1534,7
1535,0
1536,5
1537,3
1538,3
1539,5
1540,3
1541,2
1542,3
1543,7
1544,8
1545,3
1546,9
1547,5
1548,8
1549,5
1550,2
1551,5
1552,3
1553,1
1554,9
1555,7
1556,7
1557,5
1558,5
1559,8
1560,5
1561,3
1562,7
1563,5
1564,5
1565,5
1566,8
1567,3
1568,7
1569,6
1570,8
1571,1
1572,2
1573,5
1574,1
1575,3
1576,1
1577,2
1578,5
1579,1
1580,2
1581,8
1582,2
1583,5
1584,5
1585,9
1586,6
1587,3
1588,1
1589,7
1590,2
1591,5
1592,5
1593,9
1594,0
1595,5
1596,0
1597,5
1598,5
1599,3
1600,5
1601,3
1602,5
1603,2
1604,3
1605,8
1606,0
1607,5
1608,3
1609,5
1610,5
1611,3
1612,8
1613,5
1614,5
1615,2
1616,0
1617,5
1618,2
1619,2
1620,7
1621,7
1622,1
1623,5
1624,5
1625,5
1626,3
1627,5
1628,0
1629,5
1630,3
1631,0
1632,3
1633,8
1634,5
1635,3
1636,0
1637,5
1638,0
1639,1
1640,5
1641,3
1642,5
1643,5
1644,3
1645,3
1646,8
1647,1
1648,2
1649,5
1650,2
1651,7
1652,0
1653,3
1654,5
1655,2
1656,2
1657,2
1658,5
1659,2
1660,3
1661,1
1662,1
1663,7
1664,0
1665,7
1666,3
1667,3
1668,6
1669,1
1670,9
1671,2
1672,3
1673,2
1674,7
1675,3
1676,1
1677,9
1678,3
1679,5
1680,3
1681,2
1682,8
1683,5
1684,5
1685,3
1686,5
1687,3
1688,2
1689,7
1690,6
1691,3
1692,7
1693,2
1694,5
1695,8
1696,1
1697,8
1698,9
1699,5
1700,8
1701,2
1702,5
1703,2
1704,2
1705,1
1706,5
1707,4
1708,5
1709,6
1710,1
1711,3
1712,3
1713,2
1714,2
1715,2
1716,0
1717,1
1718,9
1719,2
1720,0
1721,3
1722,2
1723,5
1724,1
1725,5
1726,9
1727,0
1728,7
1729,5
1730,9
1731,5
1732,2
1733,2
1734,9
1735,5
1736,7
1737,3
1738,0
1739,5
1740,7
1741,7
1742,6
1743,1
1744,2
1745,2
1746,7
1747,3
1748,8
1749,5
1750,1
1751,5
1752,5
1753,2
1754,9
1755,2
1756,3
1757,5
1758,1
1759,6
1760,2
1761,5
1762,5
1763,7
1764,2
1765,2
1766,5
1767,2
1768,1
1769,8
1770,8
1771,7
1772,1
1773,3
1774,5
1775,5
1776,2
1777,8
1778,5
1779,5
1780,7
1781,1
1782,3
1783,3
1784,3
1785,9
1786,5
1787,2
1788,3
1789,1
1790,7
1791,2
1792,2
1793,7
1794,1
1795,3
1796,5
1797,3
1798,5
1799,5
1800,2
1801,5
1802,5
1803,0
1804,0
1805,2
1806,3
1807,2
1808,3
1809,5
1810,9
1811,1
1812,8
1813,9
1814,9
1815,3
1816,7
1817,9
1818,2
1819,6
1820,5
1821,6
1822,0
1823,5
1824,5
1825,5
1826,0
1827,9
1828,8
1829,3
1830,3
1831,2
1832,5
1833,3
1834,1
1835,8
1836,3
1837,8
1838,9
1839,0
1840,9
1841,8
1842,5
1843,3
1844,9
1845,1
1846,5
1847,5
1848,3
1849,5
1850,2
1851,5
1852,5
1853,9
1854,3
1855,0
1856,1
1857,5
1858,1
1859,0
1860,9
1861,1
1862,5
1863,8
1864,3
1865,7
1866,9
1867,3
1868,5
1869,8
1870,5
1871,0
1872,2
1873,5
1874,8
1875,5
1876,5
1877,5
1878,9
1879,5
1880,3
1881,7
1882,0
1883,5
1884,5
1885,9
1886,1
1887,5
1888,0
1889,3
1890,3
1891,9
1892,5
1893,3
1894,2
1895,2
1896,2
1897,3
1898,8
1899,5
1900,5
1901,2
1902,7
1903,1
1904,1
1905,8
1906,6
1907,3
1908,2
1909,3
1910,5
1911,8
1912,3
1913,2
1914,2
1915,5
1916,5
1917,5
1918,5
1919,9
1920,2
1921,5
1922,2
1923,6
1924,8
1925,3
1926,3
1927,3
1928,5
1929,5
1930,1
1931,5
1932,5
1933,8
1934,2
1935,8
1936,5
1937,3
1938,5
1939,5
1940,3
1941,8
1942,2
1943,3
1944,1
1945,5
1946,5
1947,5
1948,5
1949,9
1950,0
1951,1
1952,8
1953,8
1954,2
1955,0
1956,3
1957,7
1958,7
1959,7
1960,3
1961,2
1962,2
1963,2
1964,3
1965,9
1966,8
1967,5
1968,7
1969,3
1970,5
1971,9
1972,5
1973,5
1974,5
1975,1
1976,1
1977,9
1978,7
1979,8
1980,5
1981,2
1982,5
1983,5
1984,0
1985,1
1986,5
1987,8
1988,2
1989,3
1990,5
1991,5
1992,9
1993,5
1994,5
1995,2
1996,5
1997,7
1998,5
1999,5
2000,5
2001,1
2002,5
2003,9
2004,8
2005,1
2006,8
2007,8
2008,0
2009,2
2010,5
2011,5
2012,5
2013,2
2014,8
2015,2
2016,5
2017,8
2018,5
2019,7
2020,6
2021,2
2022,3
2023,7
2024,1
2025,2
2026,0
2027,3
2028,3
2029,2
2030,1
2031,1
2032,3
2033,3
2034,6
2035,5
2036,1
2037,5
2038,5
2039,1
2040,2
2041,5
2042,5
2043,3
2044,3
2045,1
2046,3
2047,7
2048,5
2049,5
2050,8
2051,8
2052,5
2053,0
2054,3
2055,9
2056,5
2057,5
2058,7
2059,5
2060,3
2061,2
2062,0
2063,5
2064,5
2065,9
2066,5
2067,9
2068,5
2069,5
2070,3
2071,5
2072,5
2073,3
2074,5
2075,1
2076,7
2077,1
2078,5
2079,2
2080,8
2081,6
2082,2
2083,5
2084,8
2085,4
2086,3
2087,7
2088,3
2089,3
2090,2
2091,3
2092,0
2093,0
2094,8
2095,3
2096,8
2097,5
2098,5
2099,8
2100,5
2101,8
2102,3
2103,3
2104,8
2105,5
2106,5
2107,9
2108,3
2109,5
2110,2
2111,5
2112,1
2113,7
2114,2
2115,3
2116,5
2117,3
2118,1
2119,9
2120,5
2121,5
2122,8
2123,2
2124,7
2125,9
2126,9
2127,6
2128,3
2129,1
2130,5
2131,9
2132,7
2133,5
2134,8
2135,8
2136,6
2137,5
2138,2
2139,7
2140,8
2141,2
2142,7
2143,1
2144,8
2145,9
2146,5
2147,3
2148,8
2149,3
2150,5
2151,2
2152,3
2153,1
2154,8
2155,5
2156,3
2157,9
2158,7
2159,1
2160,5
2161,3
2162,8
2163,2
2164,9
2165,3
2166,5
2167,7
2168,5
2169,2
2170,1
2171,8
2172,2
2173,2
2174,3
2175,7
2176,8
2177,7
2178,1
2179,3
2180,5
2181,3
2182,5
2183,3
2184,5
2185,7
2186,5
2187,5
2188,5
2189,3
2190,9
2191,6
2192,2
2193,5
2194,1
2195,5
2196,6
2197,5
2198,3
2199,5
2200,5
2201,1
2202,8
2203,8
2204,9
2205,5
2206,3
2207,4
2208,1
2209,2
2210,1
2211,5
2212,1
2213,3
2214,6
2215,6
2216,9
2217,2
2218,5
2219,7
2220,9
2221,2
2222,9
2223,2
2224,7
2225,2
2226,5
2227,6
2228,3
2229,9
2230,7
2231,1
2232,1
2233,5
2234,7
2235,1
2236,3
2237,0
2238,5
2239,7
2240,5
2241,3
2242,2
2243,5
2244,5
2245,2
2246,5
2247,8
2248,0
2249,2
2250,2
2251,3
2252,3
2253,1
2254,2
2255,8
2256,2
2257,6
2258,5
2259,3
2260,0
2261,9
2262,5
2263,2
2264,9
2265,1
2266,5
2267,5
2268,5
2269,9
2270,5
2271,5
2272,0
2273,2
2274,3
2275,5
2276,5
2277,3
2278,1
2279,5
2280,2
2281,5
2282,5
2283,7
2284,1
2285,5
2286,3
2287,0
2288,9
2289,5
2290,7
2291,2
2292,1
2293,8
2294,3
2295,7
2296,3
2297,5
2298,2
2299,3
2300,2
2301,5
2302,5
2303,1
2304,5
2305,3
2306,5
2307,3
2308,9
2309,5
2310,5
2311,2
2312,6
2313,5
2314,5
2315,1
2316,2
2317,5
2318,3
2319,5
2320,5
2321,5
2322,5
2323,2
2324,3
2325,7
2326,3
2327,5
2328,5
2329,8
2330,3
2331,8
2332,2
2333,5
2334,3
2335,7
2336,5
2337,3
2338,7
2339,5
2340,2
2341,3
2342,8
2343,2
2344,9
2345,3
2346,7
2347,8
2348,8
2349,6
2350,5
2351,1
2352,8
2353,3
2354,7
2355,9
2356,5
2357,5
2358,9
2359,0
2360,5
2361,8
2362,8
2363,5
2364,5
2365,2
2366,5
2367,5
2368,1
2369,0
2370,7
2371,5
2372,2
2373,3
2374,7
2375,5
2376,6
2377,3
2378,2
2379,2
2380,5
2381,8
2382,5
2383,9
2384,1
2385,2
2386,2
2387,9
2388,9
2389,5
2390,3
2391,5
2392,0
2393,3
2394,9
2395,5
2396,6
2397,5
2398,8
2399,5
2400,2
2401,7
2402,5
2403,7
2404,2
2405,5
2406,7
2407,7
2408,3
2409,5
2410,2
2411,3
2412,1
2413,5
2414,1
2415,5
2416,5
2417,3
2418,9
2419,7
2420,2
2421,8
2422,3
2423,5
2424,1
2425,1
2426,3
2427,2
2428,5
2429,2
2430,2
2431,3
2432,3
2433,9
2434,7
2435,7
2436,8
2437,3
2438,2
2439,3
2440,6
2441,5
2442,1
2443,2
2444,5
2445,5
2446,2
2447,2
2448,7
2449,4
2450,2
2451,2
2452,9
2453,5
2454,5
2455,5
2456,7
2457,3
2458,3
2459,6
2460,2
2461,5
2462,7
2463,5
2464,1
2465,5
2466,7
2467,8
2468,5
2469,8
2470,3
2471,8
2472,7
2473,5
2474,3
2475,5
2476,2
2477,3
2478,2
2479,2
2480,5
2481,5
2482,8
2483,7
2484,1
2485,5
2486,2
2487,5
2488,8
2489,8
2490,5
2491,7
2492,1
2493,8
2494,5
2495,8
2496,5
2497,5
2498,2
2499,3
2500,7
2501,5
2502,8
2503,3
2504,8
2505,6
2506,8
2507,5
2508,2
2509,5
2510,3
2511,8
2512,1
2513,6
2514,6
2515,3
2516,7
2517,5
2518,8
2519,2
2520,2
2521,2
2522,3
2523,2
2524,3
2525,7
2526,5
2527,5
2528,8
2529,2
2530,5
2531,0
2532,2
2533,2
2534,5
2535,9
2536,9
2537,3
2538,9
2539,5
2540,5
2541,9
2542,0
2543,2
2544,5
2545,9
2546,5
2547,1
2548,3
2549,2
2550,3
2551,7
2552,5
2553,2
2554,5
2555,1
2556,5
2557,5
2558,5
2559,0
2560,0
2561,8
2562,3
2563,1
2564,6
2565,5
2566,1
2567,1
2568,7
2569,8
2570,1
2571,2
2572,5
2573,8
2574,9
2575,5
2576,7
2577,8
2578,2
2579,3
2580,5
2581,1
2582,2
2583,2
2584,5
2585,5
2586,5
2587,5
2588,2
2589,2
2590,8
2591,0
2592,5
2593,5
2594,5
2595,1
2596,2
2597,4
2598,5
2599,8
2600,9
2601,2
2602,1
2603,3
2604,3
2605,2
2606,3
2607,3
2608,2
2609,3
2610,7
2611,3
2612,9
2613,2
2614,3
2615,8
2616,8
2617,6
2618,0
2619,5
2620,6
2621,8
2622,5
2623,9
2624,2
2625,7
2626,6
2627,5
2628,5
2629,5
2630,5
2631,6
2632,1
2633,1
2634,8
2635,5
2636,5
2637,1
2638,2
2639,5
2640,1
2641,3
2642,5
2643,1
2644,8
2645,0
2646,5
2647,5
2648,5
2649,3
2650,7
2651,5
2652,1
2653,6
2654,5
2655,5
2656,5
2657,2
2658,7
2659,8
2660,5
2661,3
2662,1
2663,5
2664,3
2665,1
2666,3
2667,2
2668,2
2669,5
2670,2
2671,1
2672,3
2673,8
2674,2
2675,8
2676,2
2677,2
2678,5
2679,3
2680,2
2681,8
2682,5
2683,5
2684,5
2685,5
2686,1
2687,8
2688,3
2689,3
2690,6
2691,2
2692,2
2693,7
2694,5
2695,8
2696,9
2697,2
2698,7
2699,5
2700,2
2701,6
2702,5
2703,5
2704,1
2705,3
2706,1
2707,9
2708,5
2709,3
2710,1
2711,7
2712,2
2713,3
2714,5
2715,3
2716,5
2717,6
2718,8
2719,3
2720,1
2721,5
2722,9
2723,8
2724,8
2725,5
2726,2
2727,8
2728,2
2729,5
2730,3
2731,2
2732,5
2733,2
2734,5
2735,3
2736,3
2737,7
2738,5
2739,2
2740,2
2741,5
2742,1
2743,5
2744,5
2745,9
2746,2
2747,0
2748,5
2749,3
2750,6
2751,9
2752,5
2753,2
2754,3
2755,5
2756,5
2757,8
2758,2
2759,8
2760,8
2761,2
2762,9
2763,9
2764,3
2765,9
2766,3
2767,3
2768,5
2769,8
2770,2
2771,3
2772,8
2773,7
2774,2
2775,8
2776,3
2777,7
2778,5
2779,3
2780,1
2781,0
2782,5
2783,1
2784,3
2785,5
2786,7
2787,5
2788,9
2789,2
2790,6
2791,3
2792,3
2793,3
2794,6
2795,2
2796,3
2797,5
2798,3
2799,5
2800,0
2801,5
2802,5
2803,8
2804,5
2805,5
2806,5
2807,1
2808,3
2809,2
2810,1
2811,2
2812,3
2813,2
2814,2
2815,2
2816,5
2817,5
2818,1
2819,0
2820,8
2821,3
2822,8
2823,6
2824,7
2825,1
2826,3
2827,5
2828,5
2829,1
2830,8
2831,8
2832,3
2833,5
2834,2
2835,5
2836,9
2837,1
2838,5
2839,5
2840,7
2841,3
2842,5
2843,3
2844,5
2845,5
2846,5
2847,2
2848,5
2849,3
2850,3
2851,3
2852,9
2853,5
2854,5
2855,8
2856,9
2857,5
2858,5
2859,5
2860,5
2861,2
2862,5
2863,5
2864,9
2865,9
2866,3
2867,7
2868,6
2869,2
2870,9
2871,5
2872,3
2873,8
2874,3
2875,2
2876,3
2877,7
2878,9
2879,5
2880,5
2881,5
2882,5
2883,5
2884,5
2885,6
2886,8
2887,6
2888,1
2889,6
2890,5
2891,5
2892,9
2893,2
2894,2
2895,9
2896,3
2897,2
2898,8
2899,3
2900,8
2901,1
2902,6
2903,5
2904,8
2905,8
2906,8
2907,5
2908,5
2909,9
2910,7
2911,2
2912,5
2913,9
2914,5
2915,2
2916,5
2917,8
2918,3
2919,3
2920,2
2921,5
2922,8
2923,8
2924,5
2925,9
2926,3
2927,5
2928,2
2929,9
2930,8
2931,5
2932,5
2933,5
2934,2
2935,3
2936,8
2937,3
2938,6
2939,5
2940,9
2941,8
2942,2
2943,8
2944,2
2945,9
2946,1
2947,3
2948,3
2949,5
2950,8
2951,9
2952,3
2953,9
2954,5
2955,5
2956,3
2957,7
2958,5
2959,7
2960,5
2961,3
2962,5
2963,5
2964,2
2965,3
2966,3
2967,2
2968,5
2969,3
2970,6
2971,5
2972,2
2973,5
2974,5
2975,2
2976,9
2977,0
2978,5
2979,5
2980,8
2981,3
2982,5
2983,5
2984,7
2985,2
2986,7
2987,5
2988,7
2989,5
2990,5
2991,3
2992,9
2993,8
2994,7
2995,5
2996,2
2997,8
