,0
329,3
330,5
331,5
332,1
333,5
334,2
335,5
336,3
337,9
338,5
339,1
340,3
341,5
342,5
343,7
344,2
345,2
346,2
347,5
348,1
349,5
350,5
351,3
352,8
353,5
354,3
355,5
356,9
357,8
358,3
359,6
360,7
361,9
362,2
363,5
364,2
365,2
366,2
367,8
368,2
369,5
370,1
371,8
372,2
373,5
374,5
375,8
376,2
377,2
378,5
379,3
380,3
381,5
382,2
383,5
384,8
385,5
386,1
387,5
388,2
389,3
390,2
391,8
392,2
393,5
394,3
395,5
396,2
397,2
398,5
399,3
400,1
401,3
402,9
403,3
404,2
405,5
406,5
407,6
408,2
409,2
410,2
411,0
412,3
413,5
414,2
415,5
416,8
417,1
418,8
419,3
420,2
421,8
422,3
423,8
424,5
425,5
426,8
427,7
428,2
429,5
430,2
431,2
432,2
433,8
434,5
435,7
436,7
437,8
438,8
439,2
440,5
441,9
442,3
443,1
444,4
445,0
446,5
447,5
448,5
449,2
450,8
451,5
452,2
453,5
454,2
455,8
456,7
457,3
458,5
459,2
460,5
461,1
462,5
463,9
464,1
465,5
466,5
467,8
468,8
469,0
470,5
471,3
472,1
473,1
474,5
475,5
476,1
477,8
478,2
479,9
480,3
481,2
482,0
483,5
484,8
485,2
486,8
487,9
488,8
489,3
490,5
491,3
492,5
493,5
494,8
495,2
496,1
497,5
498,1
499,5
500,3
501,5
502,2
503,2
504,5
505,3
506,5
507,9
508,3
509,2
510,3
511,5
512,5
513,5
514,2
515,5
516,2
517,2
518,3
519,7
520,3
521,6
522,8
523,5
524,3
525,3
526,2
527,3
528,7
529,2
530,8
531,2
532,5
533,5
534,8
535,5
536,6
537,5
538,1
539,5
540,0
541,0
542,3
543,8
544,2
545,3
546,8
547,5
548,7
549,5
550,3
551,8
552,5
553,8
554,2
555,2
556,8
557,8
558,5
559,7
560,0
561,5
562,0
563,5
564,2
565,7
566,7
567,2
568,2
569,5
570,5
571,5
572,0
573,2
574,5
575,5
576,3
577,7
578,2
579,1
580,5
581,8
582,5
583,5
584,9
585,3
586,5
587,1
588,5
589,8
590,9
591,2
592,3
593,5
594,2
595,7
596,9
597,2
598,3
599,3
600,2
601,1
602,3
603,3
604,5
605,5
606,5
607,5
608,1
609,9
610,5
611,5
612,5
613,3
614,2
615,8
616,5
617,7
618,8
619,8
620,2
621,8
622,0
623,1
624,9
625,5
626,5
627,1
628,3
629,9
630,5
631,3
632,3
633,0
634,3
635,1
636,5
637,8
638,1
639,0
640,6
641,8
642,5
643,6
644,5
645,5
646,1
647,5
648,5
649,0
650,9
651,3
652,8
653,3
654,3
655,8
656,0
657,3
658,1
659,5
660,3
661,7
662,8
663,8
664,2
665,8
666,2
667,8
668,5
669,5
670,5
671,1
672,0
673,8
674,2
675,5
676,5
677,8
678,0
679,3
680,6
681,5
682,1
683,3
684,5
685,5
686,5
687,1
688,3
689,7
690,6
691,5
692,3
693,5
694,2
695,0
696,5
697,7
698,3
699,7
700,5
701,8
702,5
703,6
704,6
705,7
706,3
707,2
708,3
709,7
710,5
711,9
712,3
713,3
714,8
715,9
716,2
717,5
718,5
719,3
720,8
721,3
722,3
723,2
724,9
725,3
726,5
727,2
728,6
729,5
730,6
731,1
732,2
733,2
734,3
735,2
736,2
737,5
738,1
739,5
740,2
741,7
742,5
743,3
744,5
745,3
746,3
747,6
748,8
749,9
750,6
751,8
752,3
753,5
754,5
755,5
756,5
757,5
758,2
759,5
760,2
761,1
762,5
763,5
764,9
765,5
766,5
767,8
768,5
769,2
770,0
771,3
772,5
773,5
774,2
775,5
776,2
777,5
778,5
779,5
780,8
781,7
782,6
783,2
784,5
785,2
786,8
787,7
788,3
789,5
790,0
791,3
792,7
793,5
794,3
795,2
796,2
797,8
798,3
799,5
800,5
801,3
802,1
803,2
804,5
805,9
806,5
807,9
808,9
809,1
810,8
811,2
812,7
813,8
814,3
815,0
816,3
817,2
818,5
819,1
820,5
821,0
822,0
823,1
824,5
825,7
826,8
827,3
828,3
829,1
830,1
831,5
832,5
833,2
834,5
835,0
836,9
837,5
838,3
839,8
840,0
841,3
842,2
843,7
844,2
845,8
846,8
847,8
848,7
849,5
850,2
851,1
852,7
853,5
854,3
855,5
856,3
857,5
858,2
859,5
860,5
861,0
862,0
863,3
864,6
865,5
866,5
867,0
868,5
869,2
870,3
871,4
872,8
873,8
874,5
875,5
876,3
877,7
878,9
879,5
880,2
881,7
882,9
883,2
884,0
885,3
886,5
887,5
888,9
889,5
890,5
891,1
892,2
893,9
894,5
895,2
896,3
897,8
898,1
899,5
900,7
901,0
902,7
903,5
904,6
905,0
906,1
907,5
908,5
909,1
910,5
911,8
912,8
913,2
914,1
915,2
916,5
917,2
918,3
919,5
920,8
921,5
922,5
923,3
924,5
925,2
926,5
927,5
928,1
929,4
930,2
931,5
932,1
933,5
934,6
935,7
936,5
937,5
938,7
939,5
940,2
941,5
942,1
943,3
944,5
945,6
946,3
947,0
948,7
949,3
950,7
951,2
952,9
953,5
954,2
955,9
956,5
957,3
958,2
959,1
960,5
961,5
962,1
963,8
964,9
965,2
966,5
967,2
968,0
969,7
970,5
971,5
972,2
973,5
974,5
975,1
976,5
977,3
978,5
979,9
980,8
981,1
982,3
983,5
984,3
985,5
986,1
987,0
988,6
989,5
990,0
991,5
992,2
993,5
994,6
995,6
996,2
997,5
998,5
999,5
1000,3
1001,3
1002,3
1003,2
1004,8
1005,3
1006,7
1007,8
1008,3
1009,5
1010,1
1011,9
1012,0
1013,2
1014,0
1015,1
1016,3
1017,5
1018,2
1019,9
1020,5
1021,7
1022,3
1023,2
1024,5
1025,3
1026,5
1027,6
1028,3
1029,2
1030,1
1031,8
1032,3
1033,7
1034,0
1035,5
1036,5
1037,1
1038,1
1039,2
1040,3
1041,5
1042,8
1043,2
1044,1
1045,9
1046,5
1047,3
1048,8
1049,5
1050,3
1051,5
1052,6
1053,5
1054,2
1055,3
1056,5
1057,5
1058,9
1059,8
1060,5
1061,3
1062,8
1063,5
1064,5
1065,2
1066,5
1067,5
1068,8
1069,5
1070,2
1071,8
1072,3
1073,8
1074,5
1075,9
1076,7
1077,2
1078,5
1079,5
1080,1
1081,1
1082,0
1083,3
1084,3
1085,2
1086,5
1087,2
1088,4
1089,2
1090,5
1091,9
1092,0
1093,3
1094,3
1095,3
1096,2
1097,3
1098,5
1099,3
1100,5
1101,5
1102,5
1103,3
1104,8
1105,5
1106,3
1107,8
1108,6
1109,0
1110,9
1111,5
1112,1
1113,7
1114,3
1115,5
1116,2
1117,7
1118,0
1119,1
1120,5
1121,5
1122,3
1123,3
1124,1
1125,5
1126,5
1127,2
1128,5
1129,5
1130,5
1131,5
1132,9
1133,3
1134,5
1135,2
1136,8
1137,3
1138,5
1139,7
1140,2
1141,5
1142,5
1143,5
1144,9
1145,5
1146,1
1147,5
1148,3
1149,8
1150,3
1151,1
1152,5
1153,8
1154,2
1155,8
1156,5
1157,1
1158,2
1159,6
1160,5
1161,6
1162,3
1163,8
1164,1
1165,0
1166,8
1167,5
1168,7
1169,8
1170,7
1171,8
1172,5
1173,3
1174,7
1175,1
1176,7
1177,3
1178,2
1179,9
1180,8
1181,0
1182,5
1183,8
1184,6
1185,3
1186,9
1187,8
1188,3
1189,5
1190,5
1191,5
1192,3
1193,2
1194,0
1195,5
1196,9
1197,2
1198,5
1199,5
1200,3
1201,8
1202,7
1203,3
1204,8
1205,5
1206,5
1207,0
1208,9
1209,2
1210,5
1211,2
1212,7
1213,3
1214,0
1215,7
1216,5
1217,5
1218,8
1219,5
1220,2
1221,9
1222,3
1223,3
1224,2
1225,8
1226,0
1227,8
1228,8
1229,3
1230,2
1231,5
1232,5
1233,5
1234,6
1235,5
1236,3
1237,8
1238,1
1239,5
1240,5
1241,0
1242,5
1243,2
1244,9
1245,5
1246,0
1247,5
1248,2
1249,7
1250,1
1251,8
1252,6
1253,6
1254,5
1255,5
1256,9
1257,3
1258,3
1259,5
1260,2
1261,3
1262,0
1263,5
1264,5
1265,1
1266,2
1267,5
1268,8
1269,6
1270,3
1271,5
1272,0
1273,3
1274,3
1275,3
1276,5
1277,2
1278,9
1279,3
1280,7
1281,1
1282,5
1283,1
1284,2
1285,8
1286,5
1287,5
1288,2
1289,5
1290,2
1291,5
1292,3
1293,1
1294,3
1295,0
1296,9
1297,5
1298,5
1299,5
1300,2
1301,8
1302,3
1303,2
1304,5
1305,5
1306,0
1307,2
1308,6
1309,8
1310,2
1311,2
1312,9
1313,2
1314,8
1315,8
1316,0
1317,8
1318,9
1319,7
1320,5
1321,2
1322,9
1323,5
1324,8
1325,3
1326,5
1327,3
1328,3
1329,1
1330,5
1331,7
1332,5
1333,5
1334,1
1335,3
1336,0
1337,5
1338,3
1339,7
1340,3
1341,2
1342,5
1343,3
1344,1
1345,0
1346,3
1347,3
1348,8
1349,3
1350,5
1351,9
1352,2
1353,3
1354,1
1355,5
1356,2
1357,9
1358,1
1359,5
1360,6
1361,3
1362,5
1363,6
1364,7
1365,5
1366,8
1367,0
1368,5
1369,2
1370,3
1371,8
1372,8
1373,5
1374,1
1375,3
1376,5
1377,7
1378,1
1379,1
1380,7
1381,5
1382,6
1383,8
1384,5
1385,5
1386,3
1387,7
1388,6
1389,3
1390,7
1391,5
1392,8
1393,7
1394,2
1395,6
1396,6
1397,2
1398,2
1399,5
1400,5
1401,1
1402,7
1403,5
1404,5
1405,3
1406,8
1407,0
1408,3
1409,8
1410,8
1411,3
1412,5
1413,2
1414,1
1415,5
1416,5
1417,1
1418,5
1419,6
1420,2
1421,5
1422,3
1423,2
1424,7
1425,2
1426,2
1427,3
1428,8
1429,1
1430,9
1431,2
1432,5
1433,8
1434,2
1435,2
1436,5
1437,9
1438,9
1439,5
1440,5
1441,2
1442,6
1443,3
1444,6
1445,5
1446,7
1447,5
1448,0
1449,3
1450,1
1451,3
1452,3
1453,5
1454,5
1455,0
1456,0
1457,6
1458,5
1459,1
1460,9
1461,5
1462,8
1463,7
1464,6
1465,6
1466,3
1467,2
1468,6
1469,5
1470,5
1471,3
1472,5
1473,5
1474,3
1475,5
1476,5
1477,2
1478,5
1479,1
1480,2
1481,8
1482,5
1483,3
1484,5
1485,3
1486,2
1487,8
1488,9
1489,8
1490,0
1491,5
1492,6
1493,2
1494,9
1495,7
1496,3
1497,1
1498,5
1499,6
1500,3
1501,5
1502,5
1503,3
1504,8
1505,0
1506,2
1507,3
1508,3
1509,6
1510,5
1511,6
1512,5
1513,9
1514,8
1515,5
1516,5
1517,3
1518,2
1519,5
1520,0
1521,3
1522,3
1523,3
1524,3
1525,2
1526,3
1527,5
1528,2
1529,0
1530,5
1531,3
1532,2
1533,8
1534,7
1535,0
1536,5
1537,8
1538,3
1539,5
1540,8
1541,5
1542,3
1543,7
1544,8
1545,3
1546,9
1547,5
1548,8
1549,5
1550,2
1551,5
1552,2
1553,1
1554,9
1555,7
1556,7
1557,5
1558,5
1559,8
1560,5
1561,3
1562,7
1563,2
1564,5
1565,5
1566,8
1567,8
1568,7
1569,6
1570,8
1571,1
1572,5
1573,5
1574,0
1575,3
1576,1
1577,5
1578,5
1579,1
1580,2
1581,3
1582,5
1583,5
1584,5
1585,9
1586,0
1587,3
1588,1
1589,6
1590,2
1591,5
1592,5
1593,9
1594,6
1595,5
1596,0
1597,5
1598,5
1599,3
1600,5
1601,3
1602,5
1603,2
1604,3
1605,8
1606,0
1607,5
1608,3
1609,5
1610,2
1611,3
1612,8
1613,5
1614,5
1615,2
1616,1
1617,5
1618,5
1619,2
1620,7
1621,5
1622,0
1623,5
1624,8
1625,5
1626,8
1627,8
1628,0
1629,5
1630,5
1631,0
1632,8
1633,8
1634,5
1635,3
1636,0
1637,8
1638,0
1639,6
1640,2
1641,3
1642,9
1643,3
1644,5
1645,3
1646,8
1647,1
1648,2
1649,5
1650,2
1651,7
1652,1
1653,5
1654,5
1655,2
1656,2
1657,2
1658,5
1659,2
1660,3
1661,1
1662,1
1663,7
1664,6
1665,5
1666,3
1667,5
1668,0
1669,1
1670,9
1671,2
1672,3
1673,2
1674,7
1675,3
1676,1
1677,9
1678,3
1679,3
1680,3
1681,2
1682,8
1683,5
1684,5
1685,3
1686,5
1687,3
1688,2
1689,5
1690,6
1691,3
1692,7
1693,2
1694,5
1695,8
1696,1
1697,8
1698,9
1699,2
1700,3
1701,5
1702,5
1703,2
1704,8
1705,1
1706,5
1707,4
1708,5
1709,7
1710,1
1711,3
1712,3
1713,2
1714,2
1715,5
1716,1
1717,1
1718,5
1719,5
1720,0
1721,8
1722,5
1723,5
1724,1
1725,5
1726,9
1727,0
1728,3
1729,2
1730,9
1731,5
1732,2
1733,3
1734,9
1735,5
1736,7
1737,3
1738,0
1739,5
1740,7
1741,7
1742,6
1743,1
1744,2
1745,5
1746,7
1747,5
1748,8
1749,5
1750,1
1751,5
1752,2
1753,1
1754,9
1755,2
1756,8
1757,5
1758,1
1759,6
1760,2
1761,5
1762,5
1763,7
1764,2
1765,2
1766,5
1767,2
1768,1
1769,8
1770,8
1771,7
1772,0
1773,8
1774,5
1775,5
1776,2
1777,3
1778,2
1779,7
1780,6
1781,1
1782,3
1783,3
1784,8
1785,9
1786,5
1787,2
1788,3
1789,1
1790,7
1791,2
1792,2
1793,5
1794,0
1795,3
1796,5
1797,3
1798,5
1799,5
1800,2
1801,5
1802,3
1803,0
1804,0
1805,2
1806,3
1807,2
1808,5
1809,5
1810,2
1811,1
1812,8
1813,9
1814,9
1815,3
1816,7
1817,9
1818,2
1819,6
1820,5
1821,6
1822,0
1823,5
1824,5
1825,2
1826,0
1827,9
1828,8
1829,1
1830,3
1831,2
1832,5
1833,3
1834,1
1835,8
1836,3
1837,8
1838,9
1839,0
1840,9
1841,8
1842,5
1843,3
1844,9
1845,1
1846,5
1847,5
1848,3
1849,5
1850,5
1851,5
1852,5
1853,9
1854,8
1855,9
1856,0
1857,5
1858,0
1859,7
1860,9
1861,1
1862,5
1863,3
1864,3
1865,7
1866,9
1867,3
1868,5
1869,8
1870,5
1871,0
1872,2
1873,3
1874,5
1875,5
1876,2
1877,2
1878,5
1879,2
1880,3
1881,7
1882,0
1883,5
1884,5
1885,5
1886,1
1887,5
1888,0
1889,3
1890,8
1891,9
1892,5
1893,3
1894,2
1895,8
1896,2
1897,3
1898,8
1899,5
1900,5
1901,2
1902,7
1903,0
1904,6
1905,3
1906,1
1907,8
1908,2
1909,5
1910,1
1911,8
1912,8
1913,2
1914,2
1915,5
1916,3
1917,5
1918,3
1919,6
1920,2
1921,1
1922,2
1923,6
1924,8
1925,8
1926,8
1927,3
1928,5
1929,5
1930,1
1931,5
1932,5
1933,8
1934,2
1935,8
1936,4
1937,3
1938,5
1939,5
1940,3
1941,8
1942,0
1943,3
1944,0
1945,5
1946,5
1947,5
1948,5
1949,9
1950,0
1951,1
1952,8
1953,8
1954,5
1955,0
1956,3
1957,2
1958,7
1959,7
1960,3
1961,2
1962,7
1963,2
1964,3
1965,9
1966,3
1967,2
1968,7
1969,5
1970,5
1971,9
1972,5
1973,5
1974,5
1975,1
1976,1
1977,5
1978,6
1979,8
1980,5
1981,2
1982,5
1983,5
1984,0
1985,0
1986,5
1987,5
1988,2
1989,3
1990,5
1991,5
1992,9
1993,5
1994,5
1995,2
1996,5
1997,7
1998,5
1999,5
2000,5
2001,1
2002,5
2003,9
2004,5
2005,1
2006,8
2007,3
2008,6
2009,2
2010,5
2011,2
2012,5
2013,2
2014,8
2015,2
2016,5
2017,3
2018,5
2019,7
2020,5
2021,2
2022,2
2023,2
2024,1
2025,2
2026,0
2027,3
2028,8
2029,5
2030,1
2031,1
2032,3
2033,3
2034,6
2035,5
2036,6
2037,5
2038,5
2039,6
2040,2
2041,5
2042,5
2043,3
2044,3
2045,0
2046,3
2047,7
2048,5
2049,5
2050,8
2051,8
2052,5
2053,0
2054,3
2055,9
2056,5
2057,5
2058,7
2059,5
2060,3
2061,2
2062,0
2063,3
2064,5
2065,9
2066,5
2067,9
2068,5
2069,5
2070,3
2071,5
2072,5
2073,3
2074,5
2075,1
2076,7
2077,1
2078,3
2079,1
2080,8
2081,0
2082,2
2083,5
2084,9
2085,1
2086,3
2087,7
2088,8
2089,3
2090,5
2091,5
2092,0
2093,6
2094,5
2095,3
2096,3
2097,5
2098,5
2099,8
2100,5
2101,5
2102,3
2103,5
2104,3
2105,5
2106,5
2107,9
2108,3
2109,5
2110,2
2111,5
2112,1
2113,7
2114,2
2115,3
2116,5
2117,3
2118,1
2119,9
2120,5
2121,5
2122,8
2123,2
2124,2
2125,9
2126,9
2127,6
2128,3
2129,1
2130,5
2131,9
2132,7
2133,5
2134,8
2135,8
2136,1
2137,2
2138,5
2139,7
2140,3
2141,5
2142,7
2143,0
2144,8
2145,9
2146,5
2147,3
2148,3
2149,3
2150,2
2151,2
2152,3
2153,0
2154,8
2155,5
2156,3
2157,9
2158,2
2159,1
2160,5
2161,3
2162,8
2163,2
2164,5
2165,8
2166,5
2167,7
2168,5
2169,2
2170,1
2171,5
2172,5
2173,5
2174,3
2175,7
2176,8
2177,7
2178,0
2179,3
2180,9
2181,3
2182,2
2183,3
2184,3
2185,5
2186,5
2187,2
2188,5
2189,3
2190,2
2191,5
2192,5
2193,6
2194,1
2195,5
2196,6
2197,5
2198,3
2199,5
2200,5
2201,6
2202,5
2203,8
2204,9
2205,2
2206,7
2207,5
2208,1
2209,5
2210,6
2211,5
2212,1
2213,8
2214,0
2215,6
2216,9
2217,2
2218,2
2219,7
2220,9
2221,2
2222,9
2223,3
2224,7
2225,2
2226,5
2227,6
2228,8
2229,9
2230,5
2231,0
2232,1
2233,5
2234,9
2235,6
2236,3
2237,6
2238,5
2239,7
2240,5
2241,3
2242,2
2243,5
2244,5
2245,2
2246,5
2247,8
2248,0
2249,2
2250,2
2251,3
2252,3
2253,0
2254,5
2255,3
2256,5
2257,6
2258,5
2259,3
2260,0
2261,9
2262,5
2263,2
2264,9
2265,0
2266,5
2267,5
2268,5
2269,9
2270,5
2271,2
2272,0
2273,2
2274,3
2275,5
2276,5
2277,2
2278,3
2279,5
2280,2
2281,5
2282,5
2283,7
2284,0
2285,5
2286,3
2287,6
2288,9
2289,5
2290,7
2291,2
2292,1
2293,3
2294,3
2295,7
2296,3
2297,5
2298,2
2299,3
2300,2
2301,5
2302,5
2303,1
2304,5
2305,3
2306,5
2307,3
2308,2
2309,5
2310,5
2311,2
2312,6
2313,5
2314,5
2315,1
2316,2
2317,5
2318,3
2319,2
2320,2
2321,5
2322,5
2323,2
2324,3
2325,7
2326,3
2327,5
2328,5
2329,8
2330,3
2331,8
2332,2
2333,2
2334,3
2335,7
2336,7
2337,3
2338,7
2339,2
2340,2
2341,8
2342,8
2343,2
2344,9
2345,3
2346,7
2347,8
2348,3
2349,1
2350,5
2351,1
2352,8
2353,3
2354,7
2355,5
2356,5
2357,5
2358,9
2359,1
2360,5
2361,8
2362,8
2363,5
2364,5
2365,3
2366,5
2367,5
2368,6
2369,0
2370,7
2371,5
2372,2
2373,3
2374,2
2375,5
2376,6
2377,3
2378,2
2379,5
2380,5
2381,8
2382,5
2383,8
2384,1
2385,5
2386,2
2387,5
2388,5
2389,5
2390,3
2391,5
2392,0
2393,3
2394,9
2395,5
2396,5
2397,5
2398,8
2399,7
2400,2
2401,7
2402,5
2403,7
2404,2
2405,5
2406,5
2407,7
2408,3
2409,5
2410,2
2411,8
2412,1
2413,5
2414,1
2415,5
2416,5
2417,3
2418,9
2419,7
2420,5
2421,8
2422,3
2423,2
2424,1
2425,6
2426,3
2427,9
2428,2
2429,2
2430,2
2431,2
2432,3
2433,9
2434,7
2435,9
2436,8
2437,3
2438,2
2439,3
2440,6
2441,5
2442,0
2443,2
2444,5
2445,5
2446,5
2447,2
2448,7
2449,2
2450,2
2451,2
2452,5
2453,5
2454,5
2455,5
2456,7
2457,3
2458,8
2459,6
2460,5
2461,5
2462,5
2463,5
2464,1
2465,5
2466,7
2467,8
2468,5
2469,3
2470,3
2471,8
2472,7
2473,5
2474,3
2475,5
2476,2
2477,3
2478,2
2479,2
2480,2
2481,2
2482,8
2483,7
2484,0
2485,5
2486,2
2487,5
2488,5
2489,8
2490,5
2491,2
2492,1
2493,8
2494,5
2495,8
2496,5
2497,3
2498,2
2499,3
2500,7
2501,5
2502,8
2503,3
2504,8
2505,1
2506,8
2507,5
2508,2
2509,5
2510,5
2511,3
2512,6
2513,6
2514,6
2515,3
2516,7
2517,7
2518,3
2519,2
2520,2
2521,2
2522,3
2523,2
2524,3
2525,7
2526,5
2527,5
2528,8
2529,2
2530,5
2531,0
2532,2
2533,2
2534,5
2535,9
2536,9
2537,5
2538,9
2539,5
2540,5
2541,9
2542,9
2543,2
2544,5
2545,9
2546,5
2547,7
2548,3
2549,5
2550,3
2551,6
2552,5
2553,2
2554,5
2555,1
2556,3
2557,5
2558,2
2559,1
2560,0
2561,8
2562,3
2563,1
2564,6
2565,2
2566,1
2567,1
2568,7
2569,8
2570,1
2571,3
2572,5
2573,8
2574,9
2575,5
2576,7
2577,8
2578,2
2579,3
2580,5
2581,1
2582,2
2583,2
2584,5
2585,5
2586,5
2587,5
2588,2
2589,2
2590,8
2591,6
2592,5
2593,5
2594,5
2595,0
2596,2
2597,4
2598,5
2599,3
2600,9
2601,2
2602,1
2603,5
2604,3
2605,2
2606,5
2607,3
2608,5
2609,3
2610,7
2611,8
2612,9
2613,2
2614,3
2615,8
2616,8
2617,6
2618,0
2619,4
2620,0
2621,8
2622,6
2623,9
2624,8
2625,7
2626,6
2627,5
2628,5
2629,3
2630,5
2631,6
2632,1
2633,1
2634,3
2635,5
2636,5
2637,1
2638,5
2639,5
2640,1
2641,3
2642,5
2643,1
2644,3
2645,1
2646,5
2647,5
2648,5
2649,3
2650,7
2651,5
2652,6
2653,2
2654,5
2655,2
2656,2
2657,2
2658,7
2659,8
2660,2
2661,3
2662,6
2663,5
2664,3
2665,0
2666,8
2667,5
2668,2
2669,8
2670,5
2671,0
2672,3
2673,8
2674,5
2675,5
2676,2
2677,2
2678,3
2679,3
2680,2
2681,3
2682,5
2683,5
2684,5
2685,5
2686,1
2687,3
2688,3
2689,3
2690,6
2691,2
2692,2
2693,3
2694,5
2695,8
2696,9
2697,2
2698,7
2699,5
2700,2
2701,3
2702,5
2703,5
2704,0
2705,3
2706,5
2707,9
2708,5
2709,3
2710,0
2711,7
2712,2
2713,3
2714,2
2715,3
2716,5
2717,6
2718,3
2719,3
2720,1
2721,5
2722,9
2723,5
2724,3
2725,5
2726,5
2727,8
2728,2
2729,5
2730,3
2731,2
2732,5
2733,2
2734,5
2735,5
2736,3
2737,5
2738,3
2739,2
2740,2
2741,3
2742,0
2743,5
2744,5
2745,9
2746,2
2747,1
2748,5
2749,5
2750,6
2751,9
2752,2
2753,2
2754,3
2755,5
2756,2
2757,3
2758,2
2759,8
2760,3
2761,2
2762,9
2763,9
2764,3
2765,7
2766,8
2767,3
2768,5
2769,8
2770,2
2771,3
2772,8
2773,7
2774,2
2775,3
2776,3
2777,7
2778,5
2779,3
2780,1
2781,6
2782,5
2783,2
2784,3
2785,5
2786,7
2787,5
2788,5
2789,2
2790,6
2791,3
2792,3
2793,3
2794,1
2795,2
2796,2
2797,2
2798,3
2799,5
2800,0
2801,5
2802,5
2803,8
2804,5
2805,5
2806,5
2807,1
2808,8
2809,2
2810,6
2811,2
2812,3
2813,2
2814,2
2815,2
2816,5
2817,5
2818,1
2819,0
2820,3
2821,3
2822,8
2823,6
2824,7
2825,1
2826,8
2827,5
2828,5
2829,0
2830,8
2831,8
2832,8
2833,5
2834,2
2835,5
2836,9
2837,1
2838,5
2839,5
2840,2
2841,3
2842,5
2843,3
2844,5
2845,2
2846,5
2847,2
2848,5
2849,3
2850,3
2851,3
2852,9
2853,2
2854,5
2855,8
2856,9
2857,5
2858,5
2859,5
2860,5
2861,2
2862,5
2863,5
2864,6
2865,9
2866,3
2867,7
2868,1
2869,2
2870,9
2871,5
2872,3
2873,8
2874,3
2875,2
2876,3
2877,7
2878,9
2879,5
2880,7
2881,5
2882,5
2883,5
2884,5
2885,6
2886,8
2887,6
2888,0
2889,6
2890,2
2891,8
2892,9
2893,2
2894,8
2895,9
2896,3
2897,2
2898,8
2899,3
2900,3
2901,1
2902,6
2903,5
2904,3
2905,8
2906,8
2907,3
2908,5
2909,5
2910,5
2911,5
2912,5
2913,9
2914,2
2915,2
2916,3
2917,8
2918,2
2919,3
2920,2
2921,5
2922,8
2923,3
2924,5
2925,9
2926,3
2927,5
2928,2
2929,9
2930,8
2931,5
2932,5
2933,5
2934,2
2935,3
2936,8
2937,3
2938,0
2939,5
2940,9
2941,8
2942,2
2943,3
2944,2
2945,9
2946,1
2947,5
2948,3
2949,2
2950,8
2951,9
2952,8
2953,9
2954,5
2955,5
2956,3
2957,3
2958,5
2959,7
2960,2
2961,3
2962,2
2963,5
2964,2
2965,3
2966,3
2967,2
2968,5
2969,8
2970,6
2971,5
2972,2
2973,2
2974,5
2975,5
2976,6
2977,0
2978,5
2979,5
2980,8
2981,8
2982,5
2983,5
2984,7
2985,2
2986,6
2987,5
2988,7
2989,5
2990,5
2991,8
2992,9
2993,3
2994,2
2995,5
2996,2
2997,8
