,0
1044,1
1045,9
1046,5
1047,3
1048,3
1049,5
1050,3
1051,5
1052,6
1053,5
1054,5
1055,3
1056,6
1057,5
1058,9
1059,8
1060,5
1061,3
1062,8
1063,2
1064,5
1065,2
1066,5
1067,5
1068,8
1069,5
1070,2
1071,8
1072,3
1073,3
1074,5
1075,2
1076,6
1077,5
1078,2
1079,5
1080,0
1081,1
1082,1
1083,3
1084,3
1085,5
1086,5
1087,3
1088,4
1089,2
1090,5
1091,9
1092,1
1093,8
1094,8
1095,3
1096,2
1097,3
1098,5
1099,3
1100,5
1101,5
1102,5
1103,8
1104,3
1105,5
1106,3
1107,8
1108,6
1109,1
1110,9
1111,5
1112,1
1113,7
1114,3
1115,5
1116,5
1117,7
1118,1
1119,1
1120,5
1121,5
1122,3
1123,8
1124,1
1125,5
1126,5
1127,2
1128,5
1129,5
1130,5
1131,5
1132,5
1133,3
1134,5
1135,2
1136,8
1137,8
1138,5
1139,3
1140,2
1141,5
1142,5
1143,5
1144,9
1145,5
1146,1
1147,2
1148,2
1149,8
1150,3
1151,6
1152,5
1153,8
1154,2
1155,8
1156,3
1157,1
1158,5
1159,6
1160,3
1161,1
1162,8
1163,8
1164,1
1165,8
1166,3
1167,8
1168,7
1169,3
1170,7
1171,3
1172,5
1173,8
1174,7
1175,7
1176,7
1177,3
1178,2
1179,9
1180,8
1181,1
1182,5
1183,3
1184,6
1185,3
1186,9
1187,8
1188,3
1189,5
1190,5
1191,5
1192,3
1193,5
1194,0
1195,8
1196,9
1197,2
1198,8
1199,5
1200,3
1201,8
1202,7
1203,3
1204,8
1205,5
1206,2
1207,0
1208,9
1209,2
1210,5
1211,2
1212,1
1213,3
1214,0
1215,7
1216,5
1217,5
1218,8
1219,5
1220,2
1221,9
1222,3
1223,3
1224,2
1225,8
1226,0
1227,8
1228,8
1229,8
1230,2
1231,6
1232,3
1233,5
1234,1
1235,5
1236,5
1237,8
1238,6
1239,5
1240,5
1241,0
1242,5
1243,2
1244,9
1245,5
1246,1
1247,8
1248,5
1249,7
1250,2
1251,8
1252,6
1253,0
1254,5
1255,5
1256,9
1257,2
1258,5
1259,2
1260,2
1261,5
1262,0
1263,5
1264,5
1265,0
1266,2
1267,5
1268,8
1269,1
1270,8
1271,5
1272,1
1273,8
1274,3
1275,3
1276,2
1277,2
1278,9
1279,3
1280,8
1281,1
1282,3
1283,1
1284,2
1285,8
1286,5
1287,7
1288,2
1289,7
1290,2
1291,5
1292,8
1293,1
1294,3
1295,1
1296,9
1297,5
1298,2
1299,5
1300,2
1301,8
1302,3
1303,2
1304,5
1305,5
1306,0
1307,2
1308,7
1309,8
1310,2
1311,2
1312,9
1313,5
1314,8
1315,8
1316,0
1317,8
1318,9
1319,6
1320,5
1321,2
1322,9
1323,5
1324,8
1325,3
1326,5
1327,3
1328,3
1329,1
1330,3
1331,7
1332,5
1333,5
1334,1
1335,3
1336,6
1337,5
1338,3
1339,7
1340,8
1341,2
1342,5
1343,3
1344,1
1345,1
1346,8
1347,3
1348,9
1349,3
1350,5
1351,5
1352,3
1353,3
1354,1
1355,3
1356,2
1357,9
1358,1
1359,5
1360,6
1361,3
1362,3
1363,0
1364,7
1365,5
1366,8
1367,6
1368,2
1369,2
1370,3
1371,3
1372,8
1373,5
1374,3
1375,3
1376,5
1377,1
1378,0
1379,0
1380,7
1381,5
1382,1
1383,3
1384,5
1385,5
1386,5
1387,3
1388,6
1389,3
1390,2
1391,5
1392,3
1393,7
1394,2
1395,6
1396,6
1397,2
1398,4
1399,5
1400,5
1401,1
1402,3
1403,8
1404,5
1405,8
1406,8
1407,1
1408,3
1409,8
1410,8
1411,3
1412,5
1413,2
1414,1
1415,7
1416,5
1417,6
1418,5
1419,6
1420,2
1421,2
1422,3
1423,2
1424,7
1425,2
1426,2
1427,3
1428,8
1429,1
1430,9
1431,5
1432,5
1433,8
1434,9
1435,4
1436,5
1437,5
1438,5
1439,5
1440,5
1441,6
1442,7
1443,8
1444,6
1445,2
1446,7
1447,6
1448,6
1449,3
1450,1
1451,3
1452,3
1453,5
1454,5
1455,1
1456,0
1457,6
1458,5
1459,1
1460,9
1461,5
1462,3
1463,7
1464,6
1465,0
1466,3
1467,2
1468,1
1469,5
1470,5
1471,3
1472,5
1473,5
1474,3
1475,5
1476,8
1477,2
1478,5
1479,1
1480,2
1481,8
1482,2
1483,3
1484,5
1485,8
1486,2
1487,3
1488,9
1489,8
1490,1
1491,5
1492,6
1493,5
1494,9
1495,5
1496,3
1497,0
1498,5
1499,0
1500,3
1501,5
1502,5
1503,8
1504,8
1505,0
1506,2
1507,3
1508,3
1509,0
1510,5
1511,6
1512,5
1513,9
1514,2
1515,5
1516,5
1517,3
1518,2
1519,5
1520,1
1521,3
1522,3
1523,3
1524,3
1525,5
1526,3
1527,5
1528,9
1529,0
1530,5
1531,3
1532,2
1533,8
1534,7
1535,0
1536,5
1537,3
1538,3
1539,5
1540,3
1541,2
1542,3
1543,7
1544,8
1545,3
1546,9
1547,5
1548,5
1549,5
1550,2
1551,5
1552,3
1553,1
1554,9
1555,7
1556,7
1557,2
1558,5
1559,3
1560,5
1561,3
1562,7
1563,2
1564,2
1565,5
1566,8
1567,8
1568,7
1569,6
1570,3
1571,1
1572,5
1573,5
1574,0
1575,3
1576,1
1577,7
1578,5
1579,1
1580,2
1581,8
1582,5
1583,5
1584,5
1585,9
1586,6
1587,5
1588,1
1589,7
1590,2
1591,8
1592,5
1593,9
1594,0
1595,5
1596,1
1597,5
1598,5
1599,3
1600,5
1601,3
1602,5
1603,2
1604,3
1605,8
1606,1
1607,5
1608,3
1609,5
1610,5
1611,3
1612,8
1613,5
1614,5
1615,2
1616,0
1617,5
1618,2
1619,2
1620,7
1621,7
1622,1
1623,3
1624,8
1625,5
1626,3
1627,7
1628,0
1629,7
1630,5
1631,1
1632,3
1633,3
1634,5
1635,3
1636,0
1637,8
1638,0
1639,1
1640,5
1641,3
1642,5
1643,5
1644,3
1645,8
1646,8
1647,1
1648,2
1649,5
1650,2
1651,7
1652,0
1653,3
1654,5
1655,7
1656,2
1657,6
1658,5
1659,2
1660,3
1661,1
1662,0
1663,7
1664,6
1665,7
1666,3
1667,8
1668,6
1669,1
1670,9
1671,5
1672,3
1673,2
1674,7
1675,3
1676,1
1677,9
1678,3
1679,3
1680,3
1681,2
1682,3
1683,2
1684,3
1685,3
1686,5
1687,3
1688,2
1689,3
1690,6
1691,3
1692,5
1693,2
1694,5
1695,3
1696,1
1697,8
1698,9
1699,7
1700,3
1701,2
1702,5
1703,2
1704,8
1705,3
1706,5
1707,4
1708,2
1709,1
1710,1
1711,3
1712,3
1713,9
1714,2
1715,2
1716,0
1717,1
1718,2
1719,2
1720,6
1721,8
1722,5
1723,5
1724,1
1725,5
1726,9
1727,1
1728,7
1729,5
1730,9
1731,9
1732,2
1733,2
1734,9
1735,5
1736,7
1737,2
1738,0
1739,5
1740,3
1741,7
1742,6
1743,1
1744,5
1745,2
1746,7
1747,8
1748,8
1749,5
1750,1
1751,5
1752,2
1753,0
1754,9
1755,3
1756,3
1757,5
1758,0
1759,6
1760,2
1761,5
1762,5
1763,7
1764,2
1765,2
1766,2
1767,2
1768,1
1769,3
1770,8
1771,7
1772,1
1773,8
1774,5
1775,5
1776,2
1777,3
1778,3
1779,7
1780,7
1781,1
1782,3
1783,3
1784,8
1785,9
1786,5
1787,2
1788,3
1789,1
1790,7
1791,2
1792,2
1793,3
1794,1
1795,3
1796,5
1797,3
1798,5
1799,2
1800,2
1801,5
1802,3
1803,0
1804,0
1805,2
1806,3
1807,2
1808,3
1809,7
1810,2
1811,1
1812,3
1813,9
1814,2
1815,8
1816,7
1817,9
1818,5
1819,6
1820,5
1821,6
1822,0
1823,5
1824,5
1825,5
1826,0
1827,9
1828,8
1829,3
1830,3
1831,2
1832,5
1833,3
1834,1
1835,3
1836,8
1837,8
1838,9
1839,0
1840,9
1841,8
1842,5
1843,3
1844,9
1845,1
1846,2
1847,5
1848,4
1849,5
1850,2
1851,2
1852,5
1853,9
1854,8
1855,0
1856,6
1857,5
1858,0
1859,3
1860,6
1861,1
1862,5
1863,8
1864,3
1865,7
1866,9
1867,3
1868,5
1869,8
1870,5
1871,1
1872,2
1873,3
1874,8
1875,5
1876,2
1877,2
1878,9
1879,2
1880,3
1881,7
1882,0
1883,5
1884,8
1885,1
1886,1
1887,5
1888,0
1889,3
1890,8
1891,9
1892,5
1893,3
1894,2
1895,8
1896,2
1897,3
1898,8
1899,5
1900,5
1901,2
1902,5
1903,1
1904,1
1905,3
1906,6
1907,3
1908,5
1909,3
1910,5
1911,3
1912,8
1913,2
1914,2
1915,5
1916,3
1917,5
1918,5
1919,5
1920,2
1921,6
1922,2
1923,6
1924,8
1925,8
1926,8
1927,3
1928,5
1929,5
1930,1
1931,5
1932,5
1933,8
1934,2
1935,8
1936,4
1937,3
1938,5
1939,2
1940,3
1941,8
1942,1
1943,3
1944,0
1945,8
1946,5
1947,5
1948,5
1949,9
1950,0
1951,0
1952,8
1953,8
1954,5
1955,0
1956,3
1957,5
1958,7
1959,7
1960,3
1961,2
1962,2
1963,2
1964,3
1965,3
1966,3
1967,5
1968,5
1969,3
1970,5
1971,9
1972,8
1973,5
1974,5
1975,1
1976,1
1977,9
1978,6
1979,8
1980,5
1981,3
1982,5
1983,5
1984,0
1985,0
1986,5
1987,8
1988,2
1989,3
1990,3
1991,5
1992,9
1993,5
1994,5
1995,2
1996,2
1997,7
1998,5
1999,5
2000,5
2001,1
2002,5
2003,9
2004,5
2005,1
2006,8
2007,3
2008,6
2009,2
2010,5
2011,7
2012,5
2013,2
2014,3
2015,2
2016,5
2017,8
2018,3
2019,7
2020,7
2021,5
2022,3
2023,7
2024,1
2025,2
2026,1
2027,9
2028,8
2029,3
2030,1
2031,0
2032,3
2033,3
2034,6
2035,5
2036,1
2037,2
2038,5
2039,6
2040,2
2041,5
2042,7
2043,8
2044,3
2045,0
2046,3
2047,7
2048,5
2049,3
2050,8
2051,8
2052,2
2053,1
2054,3
2055,9
2056,2
2057,5
2058,5
2059,5
2060,3
2061,2
2062,0
2063,3
2064,5
2065,9
2066,5
2067,9
2068,5
2069,5
2070,3
2071,5
2072,5
2073,3
2074,5
2075,1
2076,5
2077,1
2078,5
2079,0
2080,8
2081,6
2082,2
2083,5
2084,3
2085,4
2086,3
2087,7
2088,3
2089,3
2090,9
2091,9
2092,1
2093,1
2094,3
2095,3
2096,5
2097,5
2098,5
2099,8
2100,5
2101,8
2102,3
2103,3
2104,3
2105,5
2106,5
2107,9
2108,3
2109,5
2110,2
2111,5
2112,1
2113,7
2114,2
2115,3
2116,5
2117,3
2118,1
2119,9
2120,5
2121,5
2122,8
2123,2
2124,7
2125,9
2126,9
2127,6
2128,3
2129,0
2130,5
2131,9
2132,7
2133,5
2134,8
2135,8
2136,6
2137,5
2138,2
2139,7
2140,3
2141,5
2142,7
2143,1
2144,3
2145,9
2146,5
2147,3
2148,5
2149,3
2150,5
2151,2
2152,3
2153,1
2154,8
2155,5
2156,3
2157,9
2158,7
2159,1
2160,5
2161,3
2162,8
2163,3
2164,9
2165,3
2166,5
2167,7
2168,5
2169,2
2170,1
2171,8
2172,2
2173,5
2174,3
2175,7
2176,8
2177,7
2178,0
2179,3
2180,3
2181,3
2182,2
2183,3
2184,5
2185,8
2186,2
2187,2
2188,5
2189,3
2190,1
2191,6
2192,5
2193,5
2194,1
2195,5
2196,6
2197,5
2198,3
2199,5
2200,5
2201,1
2202,8
2203,8
2204,9
2205,5
2206,3
2207,4
2208,1
2209,5
2210,1
2211,5
2212,1
2213,8
2214,6
2215,6
2216,9
2217,2
2218,2
2219,7
2220,9
2221,2
2222,9
2223,3
2224,7
2225,2
2226,5
2227,6
2228,8
2229,9
2230,7
2231,0
2232,1
2233,5
2234,9
2235,6
2236,2
2237,1
2238,5
2239,7
2240,5
2241,3
2242,2
2243,5
2244,2
2245,2
2246,5
2247,8
2248,6
2249,3
2250,2
2251,3
2252,3
2253,1
2254,2
2255,3
2256,2
2257,6
2258,5
2259,3
2260,0
2261,9
2262,5
2263,2
2264,9
2265,0
2266,5
2267,5
2268,2
2269,9
2270,5
2271,2
2272,0
2273,5
2274,3
2275,5
2276,3
2277,3
2278,3
2279,5
2280,2
2281,5
2282,5
2283,7
2284,1
2285,2
2286,3
2287,6
2288,9
2289,5
2290,7
2291,2
2292,1
2293,5
2294,3
2295,7
2296,3
2297,5
2298,3
2299,3
2300,2
2301,5
2302,5
2303,1
2304,2
2305,3
2306,8
2307,3
2308,9
2309,3
2310,5
2311,2
2312,6
2313,2
2314,5
2315,6
2316,2
2317,5
2318,3
2319,5
2320,5
2321,5
2322,5
2323,2
2324,3
2325,7
2326,8
2327,3
2328,5
2329,8
2330,3
2331,8
2332,2
2333,5
2334,3
2335,7
2336,7
2337,3
2338,5
2339,2
2340,2
2341,3
2342,8
2343,2
2344,9
2345,3
2346,7
2347,8
2348,8
2349,1
2350,5
2351,1
2352,8
2353,8
2354,7
2355,5
2356,5
2357,5
2358,9
2359,0
2360,5
2361,8
2362,8
2363,5
2364,5
2365,3
2366,5
2367,5
2368,1
2369,0
2370,7
2371,5
2372,2
2373,3
2374,7
2375,5
2376,2
2377,8
2378,2
2379,5
2380,5
2381,8
2382,2
2383,9
2384,0
2385,2
2386,5
2387,5
2388,5
2389,3
2390,3
2391,6
2392,1
2393,5
2394,9
2395,5
2396,6
2397,5
2398,8
2399,7
2400,2
2401,7
2402,5
2403,7
2404,2
2405,5
2406,7
2407,1
2408,3
2409,5
2410,2
2411,3
2412,1
2413,2
2414,1
2415,5
2416,5
2417,3
2418,6
2419,7
2420,2
2421,8
2422,3
2423,5
2424,1
2425,1
2426,3
2427,9
2428,5
2429,2
2430,2
2431,3
2432,2
2433,5
2434,7
2435,9
2436,8
2437,3
2438,2
2439,3
2440,6
2441,5
2442,0
2443,2
2444,7
2445,5
2446,2
2447,2
2448,7
2449,2
2450,2
2451,2
2452,9
2453,5
2454,5
2455,2
2456,7
2457,3
2458,3
2459,6
2460,2
2461,5
2462,5
2463,5
2464,1
2465,5
2466,7
2467,3
2468,5
2469,8
2470,3
2471,8
2472,5
2473,5
2474,3
2475,5
2476,2
2477,3
2478,2
2479,2
2480,5
2481,5
2482,3
2483,7
2484,1
2485,8
2486,2
2487,5
2488,8
2489,8
2490,5
2491,7
2492,7
2493,8
2494,5
2495,3
2496,5
2497,3
2498,2
2499,3
2500,7
2501,5
2502,8
2503,3
2504,3
2505,6
2506,8
2507,7
2508,2
2509,5
2510,3
2511,8
2512,0
2513,6
2514,6
2515,3
2516,8
2517,7
2518,3
2519,2
2520,2
2521,2
2522,3
2523,2
2524,3
2525,7
2526,3
2527,5
2528,8
2529,5
2530,2
2531,0
2532,2
2533,2
2534,2
2535,9
2536,9
2537,3
2538,9
2539,5
2540,5
2541,9
2542,3
2543,2
2544,5
2545,9
2546,5
2547,7
2548,3
2549,2
2550,2
2551,7
2552,5
2553,2
2554,7
2555,1
2556,3
2557,5
2558,5
2559,1
2560,0
2561,8
2562,3
2563,6
2564,6
2565,2
2566,1
2567,1
2568,7
2569,8
2570,1
2571,3
2572,5
2573,8
2574,9
2575,2
2576,5
2577,3
2578,2
2579,3
2580,5
2581,1
2582,2
2583,2
2584,5
2585,5
2586,5
2587,2
2588,5
2589,2
2590,8
2591,0
2592,5
2593,5
2594,5
2595,0
2596,2
2597,4
2598,5
2599,8
2600,9
2601,2
2602,1
2603,5
2604,3
2605,5
2606,3
2607,3
2608,2
2609,3
2610,7
2611,3
2612,9
2613,2
2614,8
2615,8
2616,8
2617,6
2618,0
2619,1
2620,0
2621,3
2622,6
2623,9
2624,5
2625,7
2626,1
2627,5
2628,5
2629,3
2630,8
2631,6
2632,1
2633,1
2634,8
2635,5
2636,5
2637,1
2638,8
2639,5
2640,1
2641,3
2642,5
2643,1
2644,3
2645,0
2646,5
2647,5
2648,2
2649,3
2650,7
2651,5
2652,1
2653,6
2654,5
2655,5
2656,5
2657,2
2658,2
2659,8
2660,5
2661,3
2662,1
2663,5
2664,3
2665,0
2666,8
2667,2
2668,5
2669,8
2670,2
2671,6
2672,3
2673,3
2674,5
2675,8
2676,2
2677,3
2678,3
2679,3
2680,2
2681,8
2682,5
2683,5
2684,5
2685,5
2686,1
2687,8
2688,3
2689,3
2690,6
2691,2
2692,2
2693,7
2694,5
2695,8
2696,9
2697,3
2698,7
2699,5
2700,2
2701,7
2702,5
2703,5
2704,1
2705,3
2706,6
2707,9
2708,5
2709,3
2710,1
2711,7
2712,5
2713,3
2714,5
2715,3
2716,5
2717,6
2718,8
2719,3
2720,1
2721,5
2722,9
2723,8
2724,8
2725,5
2726,5
2727,8
2728,2
2729,2
2730,8
2731,5
2732,5
2733,2
2734,5
2735,3
2736,3
2737,3
2738,8
2739,2
2740,2
2741,2
2742,0
2743,3
2744,5
2745,9
2746,2
2747,0
2748,5
2749,3
2750,2
2751,9
2752,2
2753,2
2754,3
2755,2
2756,2
2757,8
2758,3
2759,8
2760,8
2761,5
2762,9
2763,9
2764,3
2765,3
2766,8
2767,3
2768,5
2769,8
2770,2
2771,3
2772,8
2773,7
2774,2
2775,8
2776,3
2777,7
2778,2
2779,3
2780,1
2781,0
2782,5
2783,1
2784,3
2785,5
2786,5
2787,5
2788,9
2789,2
2790,6
2791,3
2792,3
2793,3
2794,6
2795,5
2796,3
2797,5
2798,3
2799,5
2800,0
2801,5
2802,5
2803,8
2804,3
2805,3
2806,5
2807,1
2808,3
2809,2
2810,6
2811,2
2812,3
2813,9
2814,2
2815,2
2816,5
2817,2
2818,1
2819,0
2820,8
2821,3
2822,8
2823,6
2824,7
2825,6
2826,3
2827,3
2828,2
2829,0
2830,8
2831,8
2832,3
2833,5
2834,2
2835,5
2836,9
2837,1
2838,5
2839,8
2840,5
2841,3
2842,5
2843,3
2844,2
2845,2
2846,8
2847,2
2848,5
2849,7
2850,3
2851,3
2852,9
2853,2
2854,5
2855,8
2856,9
2857,5
2858,5
2859,5
2860,5
2861,2
2862,5
2863,2
2864,9
2865,9
2866,3
2867,7
2868,6
2869,2
2870,9
2871,5
2872,3
2873,3
2874,3
2875,2
2876,3
2877,5
2878,9
2879,5
2880,7
2881,5
2882,5
2883,5
2884,5
2885,6
2886,8
2887,6
2888,1
2889,1
2890,5
2891,5
2892,9
2893,5
2894,3
2895,9
2896,3
2897,2
2898,8
2899,3
2900,3
2901,1
2902,6
2903,5
2904,8
2905,3
2906,8
2907,5
2908,5
2909,9
2910,7
2911,2
2912,5
2913,9
2914,5
2915,2
2916,3
2917,8
2918,5
2919,3
2920,2
2921,5
2922,3
2923,8
2924,5
2925,9
2926,3
2927,7
2928,2
2929,9
2930,8
2931,5
2932,5
2933,5
2934,2
2935,3
2936,8
2937,3
2938,6
2939,5
2940,9
2941,8
2942,2
2943,8
2944,2
2945,9
2946,1
2947,3
2948,3
2949,5
2950,8
2951,5
2952,3
2953,9
2954,8
2955,5
2956,3
2957,7
2958,5
2959,7
2960,5
2961,3
2962,2
2963,5
2964,2
2965,3
2966,3
2967,5
2968,5
2969,3
2970,6
2971,5
2972,2
2973,2
2974,5
2975,2
2976,6
2977,0
2978,5
2979,5
2980,8
2981,8
2982,5
2983,7
2984,7
2985,2
2986,7
2987,5
2988,7
2989,2
2990,5
2991,3
2992,9
2993,8
2994,5
2995,8
2996,7
2997,8
