author_id,paper_id,year
525,141,2018
526,142,2018
527,142,2018
528,142,2018
529,142,2018
530,142,2018
531,143,2017
532,143,2017
533,143,2017
534,143,2017
535,143,2017
536,143,2017
537,143,2017
538,144,2017
539,144,2017
540,144,2017
541,144,2017
542,144,2017
543,145,2019
544,146,2018
545,146,2018
546,147,2018
547,147,2018
548,147,2018
549,148,2017
550,148,2017
551,149,2018
552,149,2018
553,149,2018
554,149,2018
555,150,2018
556,150,2018
557,150,2018
558,150,2018
559,151,2018
560,151,2018
561,152,2017
562,152,2017
563,152,2017
564,153,2017
565,153,2017
566,153,2017
567,153,2017
568,153,2017
569,154,2016
570,154,2016
571,154,2016
572,155,2018
573,155,2018
574,156,2017
575,156,2017
576,156,2017
577,157,2016
578,157,2016
579,157,2016
580,157,2016
581,158,2018
582,158,2018
583,158,2018
584,158,2018
585,158,2018
586,159,2019
587,159,2019
588,159,2019
589,160,2017
220,160,2017
590,160,2017
591,160,2017
592,161,2018
593,162,2017
531,162,2017
594,162,2017
595,163,2018
596,163,2018
597,163,2018
598,164,2016
599,164,2016
600,164,2016
601,164,2016
602,164,2016
603,164,2016
604,164,2016
605,164,2016
606,165,2019
607,165,2019
608,166,2019
609,166,2019
610,167,2016
611,167,2016
612,167,2016
613,168,2019
614,168,2019
615,168,2019
616,168,2019
617,169,2016
618,169,2016
619,169,2016
620,169,2016
621,169,2016
622,170,2016
623,170,2016
624,170,2016
625,170,2016
626,170,2016
627,170,2016
628,170,2016
629,170,2016
630,171,2018
631,171,2018
632,172,2016
633,172,2016
634,172,2016
635,173,2018
636,173,2018
637,174,2018
638,174,2018
639,174,2018
640,175,2016
641,175,2016
642,175,2016
643,175,2016
644,175,2016
645,175,2016
646,176,2016
647,176,2016
648,177,2019
649,177,2019
650,177,2019
651,177,2019
652,178,2017
653,178,2017
654,179,2019
655,179,2019
656,179,2019
657,179,2019
658,179,2019
659,179,2019
660,180,2017
661,180,2017
662,180,2017
663,180,2017
664,180,2017
665,181,2017
666,182,2016
667,182,2016
668,182,2016
669,183,2017
670,183,2017
671,183,2017
672,184,2019
673,184,2019
674,185,2017
675,185,2017
676,186,2019
677,186,2019
678,186,2019
679,186,2019
680,187,2018
681,187,2018
682,187,2018
683,187,2018
684,188,2019
685,188,2019
686,188,2019
687,188,2019
688,188,2019
689,188,2019
690,189,2018
691,189,2018
692,189,2018
693,189,2018
694,190,2018
695,190,2018
696,190,2018
697,190,2018
698,190,2018
699,190,2018
700,191,2018
701,191,2018
702,191,2018
703,192,2017
704,192,2017
705,192,2017
706,192,2017
707,192,2017
708,192,2017
709,193,2019
710,193,2019
711,193,2019
712,194,2017
713,194,2017
714,194,2017
715,194,2017
716,194,2017
717,194,2017
718,194,2017
719,194,2017
720,195,2017
721,195,2017
722,195,2017
723,195,2017
724,195,2017
725,195,2017
726,196,2019
727,196,2019
728,197,2018
729,197,2018
729,197,2018
730,197,2018
731,197,2018
732,198,2019
733,198,2019
734,198,2019
735,198,2019
736,198,2019
737,199,2019
738,199,2019
739,199,2019
740,199,2019
741,199,2019
742,199,2019
743,200,2018
744,200,2018
745,200,2018
746,200,2018
747,200,2018
748,200,2018
749,200,2018
750,201,2019
751,201,2019
752,201,2019
753,201,2019
754,202,2018
755,202,2018
756,202,2018
757,202,2018
758,202,2018
759,202,2018
760,202,2018
761,203,2017
762,204,2018
763,204,2018
764,204,2018
765,205,2019
766,205,2019
767,205,2019
768,205,2019
769,205,2019
770,206,2018
771,206,2018
772,206,2018
773,206,2018
774,206,2018
775,206,2018
776,207,2019
777,207,2019
778,207,2019
779,208,2017
780,208,2017
781,209,2018
782,210,2017
783,210,2017
784,210,2017
785,210,2017
786,210,2017
787,210,2017
788,211,2017
789,212,2019
790,212,2019
791,212,2019
792,213,2018
793,213,2018
794,214,2019
795,214,2019
796,214,2019
797,215,2016
798,215,2016
799,215,2016
800,215,2016
801,215,2016
802,215,2016
803,216,2017
804,216,2017
805,216,2017
64,217,2017
806,218,2018
807,218,2018
808,218,2018
809,219,2018
810,219,2018
811,219,2018
812,219,2018
813,219,2018
814,219,2018
815,219,2018
816,220,2019
817,220,2019
818,220,2019
819,221,2018
820,221,2018
821,221,2018
822,221,2018
823,222,2019
824,222,2019
825,222,2019
826,223,2017
827,223,2017
828,224,2019
829,224,2019
830,224,2019
831,224,2019
832,224,2019
833,224,2019
834,225,2018
835,225,2018
836,225,2018
457,226,2019
837,226,2019
838,227,2019
839,227,2019
840,228,2018
841,228,2018
842,228,2018
843,228,2018
111,229,2019
112,229,2019
113,229,2019
114,229,2019
115,229,2019
844,230,2019
845,230,2019
846,230,2019
847,231,2018
848,231,2018
533,231,2018
849,231,2018
850,232,2019
851,232,2019
852,233,2017
853,233,2017
854,233,2017
855,233,2017
856,233,2017
857,233,2017
858,233,2017
859,234,2019
860,234,2019
21,234,2019
861,235,2016
862,235,2016
863,235,2016
864,236,2019
865,237,2018
866,237,2018
867,237,2018
868,238,2019
869,238,2019
870,238,2019
871,238,2019
244,238,2019
872,239,2016
873,239,2016
874,239,2016
875,240,2018
876,240,2018
877,240,2018
878,240,2018
879,240,2018
880,240,2018
881,241,2018
882,242,2016
883,242,2016
884,242,2016
885,242,2016
886,242,2016
887,242,2016
888,242,2016
889,242,2016
890,243,2016
891,243,2016
892,244,2018
893,244,2018
894,244,2018
895,245,2017
896,245,2017
897,245,2017
898,245,2017
361,245,2017
399,245,2017
899,246,2019
900,246,2019
901,246,2019
902,246,2019
903,246,2019
904,247,2017
905,247,2017
906,248,2018
907,248,2018
908,248,2018
909,248,2018
910,248,2018
911,248,2018
912,249,2016
2,249,2016
913,250,2018
914,250,2018
915,250,2018
916,250,2018
917,250,2018
918,251,2019
919,251,2019
920,251,2019
921,251,2019
922,251,2019
923,251,2019
924,251,2019
925,252,2018
926,252,2018
927,252,2018
928,253,2017
929,253,2017
930,253,2017
931,253,2017
932,253,2017
933,254,2019
934,254,2019
935,255,2018
935,255,2018
936,255,2018
937,256,2016
938,256,2016
939,256,2016
940,257,2017
941,257,2017
942,257,2017
943,257,2017
944,257,2017
945,258,2018
946,258,2018
947,258,2018
948,258,2018
949,258,2018
950,259,2019
951,259,2019
952,259,2019
953,259,2019
954,259,2019
955,260,2019
956,260,2019
957,260,2019
958,260,2019
959,260,2019
960,260,2019
961,261,2019
962,261,2019
963,261,2019
964,262,2017
965,262,2017
966,263,2019
967,263,2019
968,263,2019
969,263,2019
970,263,2019
971,264,2019
972,264,2019
973,264,2019
974,264,2019
975,264,2019
976,264,2019
977,265,2018
978,265,2018
979,265,2018
980,265,2018
981,265,2018
982,266,2018
983,266,2018
984,267,2018
985,267,2018
986,267,2018
987,268,2017
988,268,2017
989,269,2018
990,269,2018
991,269,2018
992,269,2018
993,270,2018
994,270,2018
995,270,2018
996,270,2018
198,270,2018
997,271,2016
998,271,2016
999,272,2016
1000,272,2016
433,272,2016
1001,273,2018
1002,273,2018
1003,273,2018
1004,273,2018
1005,274,2019
1006,274,2019
1007,274,2019
1008,274,2019
1009,274,2019
1010,275,2017
1011,275,2017
1012,275,2017
1013,275,2017
1014,275,2017
1015,276,2016
1016,276,2016
1017,276,2016
1018,277,2017
1019,277,2017
1020,278,2019
1021,278,2019
1022,278,2019
1023,278,2019
1024,278,2019
1025,278,2019
1026,279,2018
1027,279,2018
1028,279,2018
1029,279,2018
1030,279,2018
1031,280,2016
1032,280,2016
1033,281,2016
1034,281,2016
1035,281,2016
1036,281,2016
1037,282,2019
1038,282,2019
1039,283,2019
1040,284,2016
1041,284,2016
1042,284,2016
1043,284,2016
1044,284,2016
1045,285,2018
1046,285,2018
1047,285,2018
1048,286,2016
1049,286,2016
1050,286,2016
1051,286,2016
1052,287,2019
1053,287,2019
1054,287,2019
1055,287,2019
1056,288,2019
1057,289,2018
1058,289,2018
1059,289,2018
1060,290,2019
1060,290,2019
1061,290,2019
1062,290,2019
103,290,2019
1063,291,2019
1064,291,2019
1065,291,2019
1066,291,2019
1067,292,2017
1068,292,2017
1069,292,2017
3,293,2017
1070,293,2017
1071,293,2017
1072,293,2017
1073,293,2017
5,293,2017
4,293,2017
1074,294,2017
1075,295,2018
1076,295,2018
1077,295,2018
1078,296,2019
1079,296,2019
1080,296,2019
1081,296,2019
1082,296,2019
1083,296,2019
1084,296,2019
1085,297,2018
1086,297,2018
1087,297,2018
1088,297,2018
1089,297,2018
1090,298,2019
1091,298,2019
1092,299,2019
1093,299,2019
1094,299,2019
1095,299,2019
1096,299,2019
1097,300,2016
1098,300,2016
1099,300,2016
1100,300,2016
1101,300,2016
1102,301,2019
1103,301,2019
1104,302,2019
1105,302,2019
1106,302,2019
1107,302,2019
1108,302,2019
1109,302,2019
1110,303,2018
1111,303,2018
1112,303,2018
1113,303,2018
1114,303,2018
1115,303,2018
1116,304,2017
1117,304,2017
1118,305,2018
1119,305,2018
1120,305,2018
1121,305,2018
1122,306,2016
1123,306,2016
1124,306,2016
1125,307,2017
1126,307,2017
1127,307,2017
1128,308,2017
1129,308,2017
1130,308,2017
1131,308,2017
1132,308,2017
1133,309,2017
1134,310,2016
1135,310,2016
1136,310,2016
1137,310,2016
1138,310,2016
1139,311,2018
1140,311,2018
1141,312,2016
1142,312,2016
1143,312,2016
1144,313,2016
1145,313,2016
71,313,2016
1146,313,2016
1147,314,2017
1148,314,2017
1149,314,2017
1150,315,2019
1151,315,2019
1152,315,2019
1153,315,2019
1154,315,2019
1155,315,2019
1156,315,2019
1157,316,2016
1158,316,2016
1159,317,2018
1160,317,2018
1161,317,2018
1162,317,2018
1163,317,2018
1164,318,2016
1165,318,2016
1166,318,2016
1167,318,2016
1168,318,2016
1169,319,2016
1170,319,2016
1171,319,2016
1172,319,2016
1173,319,2016
1174,319,2016
1175,320,2018
1176,321,2017
1177,321,2017
1178,321,2017
1179,321,2017
1180,321,2017
1181,322,2017
1182,322,2017
1183,322,2017
1184,322,2017
1185,322,2017
1186,322,2017
1187,323,2017
1188,323,2017
1189,323,2017
1190,324,2019
1191,324,2019
1192,324,2019
1193,324,2019
1194,325,2016
1195,325,2016
1196,325,2016
1197,326,2018
1198,326,2018
1199,326,2018
1200,326,2018
1201,327,2019
1202,327,2019
1203,327,2019
1204,327,2019
1205,327,2019
1206,328,2019
1207,328,2019
1208,328,2019
1209,329,2017
1210,329,2017
1211,329,2017
1212,330,2016
1213,330,2016
1214,330,2016
1215,330,2016
1216,331,2018
1217,331,2018
1218,332,2018
1219,332,2018
1220,332,2018
1221,332,2018
1222,332,2018
1223,333,2016
1224,333,2016
1225,333,2016
1226,334,2019
1227,334,2019
1228,334,2019
1229,334,2019
1230,334,2019
1231,335,2017
1232,335,2017
1233,335,2017
1234,335,2017
1235,336,2018
1236,336,2018
1237,336,2018
1238,336,2018
1239,337,2017
1240,337,2017
1241,337,2017
1242,337,2017
1243,338,2018
1244,338,2018
1245,338,2018
1246,338,2018
1247,338,2018
1248,339,2017
1249,339,2017
1250,339,2017
1251,339,2017
1252,339,2017
1253,340,2017
1254,340,2017
1255,340,2017
1256,341,2018
1257,341,2018
1258,341,2018
1259,341,2018
1260,341,2018
1261,341,2018
1262,342,2016
1263,342,2016
1264,342,2016
1265,343,2016
1266,343,2016
1267,344,2018
536,344,2018
1268,344,2018
1269,344,2018
1270,344,2018
1271,345,2018
146,345,2018
596,345,2018
1272,345,2018
1273,345,2018
1274,345,2018
1275,346,2018
1275,346,2018
1276,346,2018
1277,346,2018
1277,346,2018
1278,347,2018
1279,347,2018
1280,348,2017
1281,348,2017
1282,348,2017
1283,348,2017
1284,349,2019
1285,349,2019
1286,349,2019
1287,349,2019
1288,349,2019
1289,350,2016
1290,351,2018
1291,351,2018
1292,351,2018
1293,351,2018
1294,351,2018
1295,351,2018
1296,352,2017
1297,353,2019
1298,353,2019
1299,353,2019
1300,353,2019
1301,354,2019
1302,354,2019
1303,355,2016
1304,355,2016
1305,355,2016
1306,356,2017
1307,356,2017
1308,356,2017
1309,356,2017
1310,356,2017
1311,356,2017
1312,357,2017
1313,357,2017
1314,357,2017
1315,358,2016
1316,358,2016
1069,358,2016
1317,359,2018
1318,359,2018
1319,359,2018
1320,359,2018
1321,359,2018
1322,359,2018
1323,360,2018
1324,360,2018
1325,360,2018
1326,360,2018
1327,361,2017
1328,361,2017
1329,361,2017
932,361,2017
1330,362,2018
1331,362,2018
1332,363,2019
1333,363,2019
1169,363,2019
1174,363,2019
1334,364,2018
1335,364,2018
1336,364,2018
1337,364,2018
1338,364,2018
1339,364,2018
1340,365,2019
1341,365,2019
1342,365,2019
1343,365,2019
1344,365,2019
1345,366,2016
1346,367,2019
1347,367,2019
1348,367,2019
1349,368,2019
1350,368,2019
1351,368,2019
1352,368,2019
1353,369,2018
1354,369,2018
1355,369,2018
1356,369,2018
106,369,2018
1357,370,2016
1358,370,2016
1359,370,2016
1360,371,2019
1361,371,2019
1362,371,2019
1363,371,2019
1364,372,2019
1365,372,2019
1366,372,2019
1367,372,2019
1368,372,2019
1369,372,2019
1370,372,2019
139,373,2018
1371,373,2018
1372,373,2018
1373,373,2018
1374,373,2018
140,373,2018
1375,374,2019
1375,374,2019
1376,374,2019
1377,374,2019
1378,375,2018
1379,375,2018
1380,375,2018
1381,376,2019
1382,377,2018
1383,377,2018
1384,377,2018
1385,377,2018
1386,378,2016
1387,378,2016
1388,378,2016
1389,379,2018
1389,379,2018
1390,379,2018
1391,379,2018
1392,379,2018
872,380,2017
873,380,2017
1393,381,2018
98,381,2018
1394,382,2018
1395,382,2018
1396,382,2018
1397,382,2018
1398,382,2018
1399,383,2019
1400,383,2019
1401,383,2019
1402,383,2019
1403,384,2019
1404,384,2019
1405,384,2019
1406,384,2019
1407,384,2019
1408,385,2016
1409,385,2016
198,385,2016
1410,386,2018
1411,386,2018
1412,386,2018
1413,387,2019
1414,387,2019
1415,387,2019
1416,387,2019
1417,388,2019
1418,388,2019
1419,389,2018
1420,389,2018
1421,389,2018
1422,390,2018
1423,390,2018
1424,390,2018
1425,390,2018
1426,390,2018
1427,390,2018
1428,391,2018
1429,391,2018
1430,391,2018
1431,392,2018
1432,392,2018
1433,392,2018
1434,393,2019
1435,393,2019
1436,393,2019
1437,394,2019
1438,394,2019
1439,394,2019
1440,395,2018
1441,395,2018
1442,395,2018
1443,395,2018
1444,395,2018
1199,395,2018
1445,395,2018
1446,396,2017
1447,397,2017
1448,398,2016
1449,399,2017
379,399,2017
1450,399,2017
1451,399,2017
1452,399,2017
1453,400,2017
1454,400,2017
642,400,2017
615,400,2017
253,401,2017
1455,402,2019
1456,402,2019
1457,402,2019
1458,402,2019
1459,402,2019
1460,403,2019
1461,403,2019
1462,404,2016
1463,404,2016
1464,404,2016
1465,404,2016
1466,405,2019
1467,405,2019
1468,406,2018
1469,406,2018
1470,407,2016
1471,408,2019
1472,408,2019
1473,408,2019
1474,409,2019
1475,409,2019
1476,409,2019
1477,409,2019
1478,410,2018
1479,411,2018
1480,412,2019
1481,412,2019
1482,413,2019
1483,413,2019
1484,414,2018
1485,414,2018
1486,414,2018
1487,414,2018
1488,414,2018
1489,415,2019
1490,415,2019
1491,415,2019
1492,416,2016
1493,416,2016
1494,417,2016
241,417,2016
1495,417,2016
1496,418,2018
1497,418,2018
1498,418,2018
1499,418,2018
1500,419,2019
1501,419,2019
1502,419,2019
1503,419,2019
1504,420,2017
1505,420,2017
1506,420,2017
1507,420,2017
1508,420,2017
1509,420,2017
1510,420,2017
1511,420,2017
1512,421,2019
1513,421,2019
1514,421,2019
1515,421,2019
1516,421,2019
1517,422,2016
1518,422,2016
1519,422,2016
1520,422,2016
1521,423,2019
1522,423,2019
1523,423,2019
1524,423,2019
1525,423,2019
1526,424,2018
1527,424,2018
1214,424,2018
1528,424,2018
1529,424,2018
1530,425,2016
1531,425,2016
1532,425,2016
1533,426,2019
1534,426,2019
1535,427,2018
1536,427,2018
1537,428,2017
1538,428,2017
1539,428,2017
1415,429,2019
1540,429,2019
1413,429,2019
1416,429,2019
1541,430,2018
1542,430,2018
1543,430,2018
1544,430,2018
1545,430,2018
1546,431,2017
1547,431,2017
1548,432,2017
1549,432,2017
1550,432,2017
1551,432,2017
1552,432,2017
1553,433,2019
1554,433,2019
1555,433,2019
1556,433,2019
1557,434,2018
1558,434,2018
1559,434,2018
1560,434,2018
952,434,2018
1561,435,2017
1562,435,2017
1563,435,2017
1564,435,2017
1565,435,2017
1566,435,2017
1567,435,2017
1568,436,2016
1569,436,2016
1147,437,2017
1570,437,2017
1571,437,2017
1572,438,2019
1573,438,2019
1574,438,2019
1575,438,2019
1576,439,2017
1577,439,2017
1578,439,2017
1579,439,2017
1580,440,2018
1581,440,2018
1582,440,2018
1583,440,2018
1584,441,2016
1585,441,2016
1586,441,2016
1587,442,2019
1588,442,2019
1589,442,2019
1590,442,2019
1470,443,2019
1591,443,2019
1592,443,2019
1593,444,2017
1594,444,2017
1595,444,2017
1596,445,2019
1597,445,2019
1598,445,2019
1599,446,2018
1600,446,2018
1601,447,2017
589,448,2017
220,448,2017
590,448,2017
591,448,2017
1602,449,2016
1603,450,2016
1604,450,2016
1605,450,2016
1606,451,2018
1607,451,2018
1608,451,2018
1609,451,2018
1610,451,2018
1611,452,2017
1612,452,2017
1613,452,2017
1614,453,2017
1615,453,2017
1616,454,2018
1617,454,2018
1618,454,2018
1619,454,2018
708,454,2018
1058,455,2019
1059,455,2019
1620,456,2016
1621,456,2016
1622,456,2016
1623,456,2016
1624,456,2016
1625,456,2016
1626,457,2017
1627,457,2017
1628,457,2017
1629,457,2017
1630,458,2018
1631,458,2018
1632,458,2018
1633,458,2018
1634,458,2018
1635,458,2018
1636,459,2019
1637,459,2019
1638,460,2018
1639,460,2018
1059,460,2018
1640,461,2017
1641,461,2017
1642,461,2017
1643,462,2017
1644,462,2017
1645,462,2017
1646,463,2016
1647,463,2016
1648,463,2016
1649,464,2016
1650,464,2016
1651,464,2016
1652,464,2016
1653,464,2016
1654,464,2016
925,465,2018
1655,465,2018
1656,465,2018
1657,466,2018
1658,466,2018
1659,466,2018
1660,466,2018
1661,466,2018
1662,467,2019
1663,467,2019
1664,467,2019
1665,467,2019
1666,467,2019
1667,467,2019
1668,468,2017
1669,468,2017
1670,468,2017
1671,469,2018
1672,469,2018
1673,470,2016
1674,470,2016
1675,470,2016
1676,470,2016
1677,470,2016
1678,470,2016
1679,471,2017
1680,471,2017
1681,471,2017
1682,472,2016
1683,472,2016
1684,473,2018
1685,473,2018
1686,473,2018
1687,473,2018
1688,474,2016
1689,474,2016
1690,474,2016
1691,474,2016
1692,474,2016
1693,475,2016
1694,475,2016
1695,476,2019
1696,476,2019
1697,476,2019
1698,477,2018
1699,477,2018
1700,478,2019
1701,478,2019
1702,478,2019
1703,478,2019
1704,478,2019
1705,478,2019
361,479,2019
1706,480,2018
833,480,2018
1707,481,2018
1708,481,2018
1709,481,2018
1710,482,2017
1711,482,2017
1712,482,2017
1713,483,2018
1714,483,2018
1715,483,2018
1716,484,2018
1717,484,2018
768,484,2018
769,484,2018
1718,484,2018
1719,484,2018
1720,485,2016
1721,485,2016
1722,485,2016
1723,486,2017
1724,486,2017
1725,486,2017
233,486,2017
1726,487,2017
1727,487,2017
1728,487,2017
1729,487,2017
1730,488,2017
1731,488,2017
1732,488,2017
1733,489,2019
1734,490,2019
1735,490,2019
1736,490,2019
1737,491,2016
1738,491,2016
1739,491,2016
1740,492,2019
1741,493,2019
1742,493,2019
400,494,2018
1743,494,2018
1744,494,2018
1745,494,2018
404,494,2018
1746,495,2019
1747,495,2019
764,495,2019
1748,496,2017
1749,496,2017
1750,496,2017
1751,496,2017
1752,497,2018
1722,497,2018
1753,497,2018
1754,497,2018
1755,497,2018
1756,498,2016
1757,498,2016
353,498,2016
1758,499,2017
1759,499,2017
497,499,2017
1760,500,2018
1761,500,2018
1762,501,2018
1763,501,2018
1764,501,2018
1765,502,2018
1766,502,2018
1767,503,2019
1768,503,2019
1768,503,2019
1769,503,2019
1770,504,2019
1771,504,2019
1772,504,2019
1773,504,2019
1774,505,2017
1775,506,2019
1776,506,2019
1777,506,2019
1778,507,2016
1419,508,2018
1420,508,2018
1421,508,2018
1779,509,2016
1780,509,2016
1446,509,2016
1781,509,2016
1782,510,2017
1783,510,2017
1784,511,2016
