author_id,paper_id,year,label
532,143,2017,2
533,143,2017,2
534,143,2017,2
535,143,2017,2
536,143,2017,2
537,143,2017,2
538,144,2017,3
539,144,2017,3
540,144,2017,3
541,144,2017,3
542,144,2017,3
543,145,2019,5
544,146,2018,2
545,146,2018,2
546,147,2018,2
547,147,2018,2
548,147,2018,2
549,148,2017,5
550,148,2017,5
551,149,2018,5
552,149,2018,5
553,149,2018,5
554,149,2018,5
555,150,2018,2
556,150,2018,2
557,150,2018,2
558,150,2018,2
559,151,2018,8
560,151,2018,8
561,152,2017,2
562,152,2017,2
563,152,2017,2
564,153,2017,3
565,153,2017,3
566,153,2017,3
567,153,2017,3
568,153,2017,3
569,154,2016,2
570,154,2016,2
571,154,2016,2
572,155,2018,2
573,155,2018,2
574,156,2017,3
575,156,2017,3
576,156,2017,3
577,157,2016,5
578,157,2016,5
579,157,2016,5
580,157,2016,5
581,158,2018,3
582,158,2018,3
583,158,2018,3
584,158,2018,3
585,158,2018,3
586,159,2019,3
587,159,2019,3
588,159,2019,3
589,160,2017,5
220,160,2017,5
590,160,2017,5
591,160,2017,5
592,161,2018,0
593,162,2017,2
531,162,2017,2
594,162,2017,2
595,163,2018,2
596,163,2018,2
597,163,2018,2
598,164,2016,5
599,164,2016,5
600,164,2016,5
601,164,2016,5
602,164,2016,5
603,164,2016,5
604,164,2016,5
605,164,2016,5
606,165,2019,5
607,165,2019,5
608,166,2019,9
609,166,2019,9
610,167,2016,5
611,167,2016,5
612,167,2016,5
613,168,2019,1
614,168,2019,1
615,168,2019,1
616,168,2019,1
617,169,2016,5
618,169,2016,5
619,169,2016,5
620,169,2016,5
621,169,2016,5
622,170,2016,7
623,170,2016,7
624,170,2016,7
625,170,2016,7
626,170,2016,7
627,170,2016,7
628,170,2016,7
629,170,2016,7
630,171,2018,6
631,171,2018,6
632,172,2016,2
633,172,2016,2
634,172,2016,2
635,173,2018,5
636,173,2018,5
637,174,2018,2
638,174,2018,2
639,174,2018,2
640,175,2016,0
641,175,2016,0
642,175,2016,0
643,175,2016,0
644,175,2016,0
645,175,2016,0
646,176,2016,5
647,176,2016,5
648,177,2019,3
649,177,2019,3
650,177,2019,3
651,177,2019,3
652,178,2017,5
653,178,2017,5
654,179,2019,3
655,179,2019,3
656,179,2019,3
657,179,2019,3
658,179,2019,3
659,179,2019,3
660,180,2017,2
661,180,2017,2
662,180,2017,2
663,180,2017,2
664,180,2017,2
665,181,2017,3
666,182,2016,7
667,182,2016,7
668,182,2016,7
669,183,2017,7
670,183,2017,7
671,183,2017,7
672,184,2019,2
673,184,2019,2
674,185,2017,2
675,185,2017,2
676,186,2019,8
677,186,2019,8
678,186,2019,8
679,186,2019,8
680,187,2018,5
681,187,2018,5
682,187,2018,5
683,187,2018,5
684,188,2019,5
685,188,2019,5
686,188,2019,5
687,188,2019,5
688,188,2019,5
689,188,2019,5
690,189,2018,5
691,189,2018,5
692,189,2018,5
693,189,2018,5
694,190,2018,7
695,190,2018,7
696,190,2018,7
697,190,2018,7
698,190,2018,7
699,190,2018,7
700,191,2018,7
701,191,2018,7
702,191,2018,7
703,192,2017,9
704,192,2017,9
705,192,2017,9
706,192,2017,9
707,192,2017,9
708,192,2017,9
709,193,2019,8
710,193,2019,8
711,193,2019,8
712,194,2017,6
713,194,2017,6
714,194,2017,6
715,194,2017,6
716,194,2017,6
717,194,2017,6
718,194,2017,6
719,194,2017,6
720,195,2017,7
721,195,2017,7
722,195,2017,7
723,195,2017,7
724,195,2017,7
725,195,2017,7
726,196,2019,6
727,196,2019,6
728,197,2018,2
729,197,2018,2
729,197,2018,2
730,197,2018,2
731,197,2018,2
732,198,2019,9
733,198,2019,9
734,198,2019,9
735,198,2019,9
736,198,2019,9
737,199,2019,5
738,199,2019,5
739,199,2019,5
740,199,2019,5
741,199,2019,5
742,199,2019,5
743,200,2018,3
744,200,2018,3
745,200,2018,3
746,200,2018,3
747,200,2018,3
748,200,2018,3
749,200,2018,3
750,201,2019,2
751,201,2019,2
752,201,2019,2
753,201,2019,2
754,202,2018,9
755,202,2018,9
756,202,2018,9
757,202,2018,9
758,202,2018,9
759,202,2018,9
760,202,2018,9
761,203,2017,9
762,204,2018,1
763,204,2018,1
764,204,2018,1
765,205,2019,8
766,205,2019,8
767,205,2019,8
768,205,2019,8
769,205,2019,8
770,206,2018,5
771,206,2018,5
772,206,2018,5
773,206,2018,5
774,206,2018,5
775,206,2018,5
776,207,2019,8
777,207,2019,8
778,207,2019,8
779,208,2017,7
780,208,2017,7
781,209,2018,4
782,210,2017,3
783,210,2017,3
784,210,2017,3
785,210,2017,3
786,210,2017,3
787,210,2017,3
788,211,2017,6
789,212,2019,1
790,212,2019,1
791,212,2019,1
792,213,2018,8
793,213,2018,8
794,214,2019,2
795,214,2019,2
796,214,2019,2
797,215,2016,2
798,215,2016,2
799,215,2016,2
800,215,2016,2
801,215,2016,2
802,215,2016,2
803,216,2017,2
804,216,2017,2
805,216,2017,2
64,217,2017,9
806,218,2018,3
807,218,2018,3
808,218,2018,3
809,219,2018,1
810,219,2018,1
811,219,2018,1
812,219,2018,1
813,219,2018,1
814,219,2018,1
815,219,2018,1
816,220,2019,5
817,220,2019,5
818,220,2019,5
819,221,2018,3
820,221,2018,3
821,221,2018,3
822,221,2018,3
823,222,2019,1
824,222,2019,1
825,222,2019,1
826,223,2017,5
827,223,2017,5
828,224,2019,3
829,224,2019,3
830,224,2019,3
831,224,2019,3
832,224,2019,3
833,224,2019,3
834,225,2018,3
835,225,2018,3
836,225,2018,3
457,226,2019,5
837,226,2019,5
838,227,2019,3
839,227,2019,3
840,228,2018,3
841,228,2018,3
842,228,2018,3
843,228,2018,3
111,229,2019,6
112,229,2019,6
113,229,2019,6
114,229,2019,6
115,229,2019,6
844,230,2019,9
845,230,2019,9
846,230,2019,9
847,231,2018,3
848,231,2018,3
533,231,2018,3
849,231,2018,3
850,232,2019,5
851,232,2019,5
852,233,2017,8
853,233,2017,8
854,233,2017,8
855,233,2017,8
856,233,2017,8
857,233,2017,8
858,233,2017,8
859,234,2019,5
860,234,2019,5
21,234,2019,5
861,235,2016,3
862,235,2016,3
863,235,2016,3
864,236,2019,9
865,237,2018,5
866,237,2018,5
867,237,2018,5
868,238,2019,9
869,238,2019,9
870,238,2019,9
871,238,2019,9
244,238,2019,9
872,239,2016,3
873,239,2016,3
874,239,2016,3
875,240,2018,3
876,240,2018,3
877,240,2018,3
878,240,2018,3
879,240,2018,3
880,240,2018,3
881,241,2018,1
882,242,2016,5
883,242,2016,5
884,242,2016,5
885,242,2016,5
886,242,2016,5
887,242,2016,5
888,242,2016,5
889,242,2016,5
890,243,2016,2
891,243,2016,2
892,244,2018,5
893,244,2018,5
894,244,2018,5
895,245,2017,9
896,245,2017,9
897,245,2017,9
898,245,2017,9
361,245,2017,9
399,245,2017,9
899,246,2019,8
900,246,2019,8
901,246,2019,8
902,246,2019,8
903,246,2019,8
904,247,2017,3
905,247,2017,3
906,248,2018,6
907,248,2018,6
908,248,2018,6
909,248,2018,6
910,248,2018,6
911,248,2018,6
912,249,2016,3
2,249,2016,3
913,250,2018,9
914,250,2018,9
915,250,2018,9
916,250,2018,9
917,250,2018,9
918,251,2019,5
919,251,2019,5
920,251,2019,5
921,251,2019,5
922,251,2019,5
923,251,2019,5
924,251,2019,5
925,252,2018,5
926,252,2018,5
927,252,2018,5
928,253,2017,9
929,253,2017,9
930,253,2017,9
931,253,2017,9
932,253,2017,9
933,254,2019,5
934,254,2019,5
935,255,2018,2
935,255,2018,2
936,255,2018,2
937,256,2016,5
938,256,2016,5
939,256,2016,5
940,257,2017,5
941,257,2017,5
942,257,2017,5
943,257,2017,5
944,257,2017,5
945,258,2018,2
946,258,2018,2
947,258,2018,2
948,258,2018,2
949,258,2018,2
950,259,2019,2
951,259,2019,2
952,259,2019,2
953,259,2019,2
954,259,2019,2
955,260,2019,5
956,260,2019,5
957,260,2019,5
958,260,2019,5
959,260,2019,5
960,260,2019,5
961,261,2019,8
962,261,2019,8
963,261,2019,8
964,262,2017,3
965,262,2017,3
966,263,2019,2
967,263,2019,2
968,263,2019,2
969,263,2019,2
970,263,2019,2
971,264,2019,5
972,264,2019,5
973,264,2019,5
974,264,2019,5
975,264,2019,5
976,264,2019,5
977,265,2018,3
978,265,2018,3
979,265,2018,3
980,265,2018,3
981,265,2018,3
982,266,2018,3
983,266,2018,3
984,267,2018,5
985,267,2018,5
986,267,2018,5
987,268,2017,8
988,268,2017,8
989,269,2018,8
990,269,2018,8
991,269,2018,8
992,269,2018,8
993,270,2018,5
994,270,2018,5
995,270,2018,5
996,270,2018,5
198,270,2018,5
997,271,2016,9
998,271,2016,9
999,272,2016,5
1000,272,2016,5
433,272,2016,5
1001,273,2018,5
1002,273,2018,5
1003,273,2018,5
1004,273,2018,5
1005,274,2019,2
1006,274,2019,2
1007,274,2019,2
1008,274,2019,2
1009,274,2019,2
1010,275,2017,3
1011,275,2017,3
1012,275,2017,3
1013,275,2017,3
1014,275,2017,3
1015,276,2016,5
1016,276,2016,5
1017,276,2016,5
1018,277,2017,3
1019,277,2017,3
1020,278,2019,7
1021,278,2019,7
1022,278,2019,7
1023,278,2019,7
1024,278,2019,7
1025,278,2019,7
1026,279,2018,2
1027,279,2018,2
1028,279,2018,2
1029,279,2018,2
1030,279,2018,2
1031,280,2016,9
1032,280,2016,9
1033,281,2016,7
1034,281,2016,7
1035,281,2016,7
1036,281,2016,7
1037,282,2019,1
1038,282,2019,1
1039,283,2019,5
1040,284,2016,2
1041,284,2016,2
1042,284,2016,2
1043,284,2016,2
1044,284,2016,2
1045,285,2018,1
1046,285,2018,1
1047,285,2018,1
1048,286,2016,3
1049,286,2016,3
1050,286,2016,3
1051,286,2016,3
1052,287,2019,7
1053,287,2019,7
1054,287,2019,7
1055,287,2019,7
1056,288,2019,0
1057,289,2018,2
1058,289,2018,2
1059,289,2018,2
1060,290,2019,2
1060,290,2019,2
1061,290,2019,2
1062,290,2019,2
103,290,2019,2
1063,291,2019,3
1064,291,2019,3
1065,291,2019,3
1066,291,2019,3
1067,292,2017,6
1068,292,2017,6
1069,292,2017,6
3,293,2017,1
1070,293,2017,1
1071,293,2017,1
1072,293,2017,1
1073,293,2017,1
5,293,2017,1
4,293,2017,1
1074,294,2017,2
1075,295,2018,3
1076,295,2018,3
1077,295,2018,3
1078,296,2019,7
1079,296,2019,7
1080,296,2019,7
1081,296,2019,7
1082,296,2019,7
1083,296,2019,7
1084,296,2019,7
1085,297,2018,5
1086,297,2018,5
1087,297,2018,5
1088,297,2018,5
1089,297,2018,5
1090,298,2019,3
1091,298,2019,3
1092,299,2019,3
1093,299,2019,3
1094,299,2019,3
1095,299,2019,3
1096,299,2019,3
1097,300,2016,2
1098,300,2016,2
1099,300,2016,2
1100,300,2016,2
1101,300,2016,2
1102,301,2019,6
1103,301,2019,6
1104,302,2019,5
1105,302,2019,5
1106,302,2019,5
1107,302,2019,5
1108,302,2019,5
1109,302,2019,5
1110,303,2018,0
1111,303,2018,0
1112,303,2018,0
1113,303,2018,0
1114,303,2018,0
1115,303,2018,0
1116,304,2017,8
1117,304,2017,8
1118,305,2018,8
1119,305,2018,8
1120,305,2018,8
1121,305,2018,8
1122,306,2016,5
1123,306,2016,5
1124,306,2016,5
1125,307,2017,3
1126,307,2017,3
1127,307,2017,3
1128,308,2017,2
1129,308,2017,2
1130,308,2017,2
1131,308,2017,2
1132,308,2017,2
1133,309,2017,2
1134,310,2016,1
1135,310,2016,1
1136,310,2016,1
1137,310,2016,1
1138,310,2016,1
1139,311,2018,3
1140,311,2018,3
1141,312,2016,7
1142,312,2016,7
1143,312,2016,7
1144,313,2016,1
1145,313,2016,1
71,313,2016,1
1146,313,2016,1
1147,314,2017,8
1148,314,2017,8
1149,314,2017,8
1150,315,2019,7
1151,315,2019,7
1152,315,2019,7
1153,315,2019,7
1154,315,2019,7
1155,315,2019,7
1156,315,2019,7
1157,316,2016,1
1158,316,2016,1
1159,317,2018,8
1160,317,2018,8
1161,317,2018,8
1162,317,2018,8
1163,317,2018,8
1164,318,2016,9
1165,318,2016,9
1166,318,2016,9
1167,318,2016,9
1168,318,2016,9
1169,319,2016,7
1170,319,2016,7
1171,319,2016,7
1172,319,2016,7
1173,319,2016,7
1174,319,2016,7
1175,320,2018,0
1176,321,2017,8
1177,321,2017,8
1178,321,2017,8
1179,321,2017,8
1180,321,2017,8
1181,322,2017,2
1182,322,2017,2
1183,322,2017,2
1184,322,2017,2
1185,322,2017,2
1186,322,2017,2
1187,323,2017,2
1188,323,2017,2
1189,323,2017,2
1190,324,2019,2
1191,324,2019,2
1192,324,2019,2
1193,324,2019,2
1194,325,2016,5
1195,325,2016,5
1196,325,2016,5
1197,326,2018,5
1198,326,2018,5
1199,326,2018,5
1200,326,2018,5
1201,327,2019,8
1202,327,2019,8
1203,327,2019,8
1204,327,2019,8
1205,327,2019,8
1206,328,2019,3
1207,328,2019,3
1208,328,2019,3
1209,329,2017,3
1210,329,2017,3
1211,329,2017,3
1212,330,2016,5
1213,330,2016,5
1214,330,2016,5
1215,330,2016,5
1216,331,2018,5
1217,331,2018,5
1218,332,2018,1
1219,332,2018,1
1220,332,2018,1
1221,332,2018,1
1222,332,2018,1
1223,333,2016,5
1224,333,2016,5
1225,333,2016,5
1226,334,2019,2
1227,334,2019,2
1228,334,2019,2
1229,334,2019,2
1230,334,2019,2
1231,335,2017,5
1232,335,2017,5
1233,335,2017,5
1234,335,2017,5
1235,336,2018,5
1236,336,2018,5
1237,336,2018,5
1238,336,2018,5
1239,337,2017,9
1240,337,2017,9
1241,337,2017,9
1242,337,2017,9
1243,338,2018,2
1244,338,2018,2
1245,338,2018,2
1246,338,2018,2
1247,338,2018,2
1248,339,2017,1
1249,339,2017,1
1250,339,2017,1
1251,339,2017,1
1252,339,2017,1
1253,340,2017,3
1254,340,2017,3
1255,340,2017,3
1256,341,2018,2
1257,341,2018,2
1258,341,2018,2
1259,341,2018,2
1260,341,2018,2
1261,341,2018,2
1262,342,2016,5
1263,342,2016,5
1264,342,2016,5
1265,343,2016,7
1266,343,2016,7
1267,344,2018,2
536,344,2018,2
1268,344,2018,2
1269,344,2018,2
1270,344,2018,2
1271,345,2018,6
146,345,2018,6
596,345,2018,6
1272,345,2018,6
1273,345,2018,6
1274,345,2018,6
1275,346,2018,2
1275,346,2018,2
1276,346,2018,2
1277,346,2018,2
1277,346,2018,2
1278,347,2018,5
1279,347,2018,5
1280,348,2017,1
1281,348,2017,1
1282,348,2017,1
1283,348,2017,1
1284,349,2019,5
1285,349,2019,5
1286,349,2019,5
1287,349,2019,5
1288,349,2019,5
1289,350,2016,5
1290,351,2018,3
1291,351,2018,3
1292,351,2018,3
1293,351,2018,3
1294,351,2018,3
1295,351,2018,3
1296,352,2017,3
1297,353,2019,5
1298,353,2019,5
1299,353,2019,5
1300,353,2019,5
1301,354,2019,3
1302,354,2019,3
1303,355,2016,2
1304,355,2016,2
1305,355,2016,2
1306,356,2017,9
1307,356,2017,9
1308,356,2017,9
1309,356,2017,9
1310,356,2017,9
1311,356,2017,9
1312,357,2017,8
1313,357,2017,8
1314,357,2017,8
1315,358,2016,3
1316,358,2016,3
1069,358,2016,3
1317,359,2018,0
1318,359,2018,0
1319,359,2018,0
1320,359,2018,0
1321,359,2018,0
1322,359,2018,0
1323,360,2018,7
1324,360,2018,7
1325,360,2018,7
1326,360,2018,7
1327,361,2017,9
1328,361,2017,9
1329,361,2017,9
932,361,2017,9
1330,362,2018,2
1331,362,2018,2
1332,363,2019,5
1333,363,2019,5
1169,363,2019,5
1174,363,2019,5
1334,364,2018,3
1335,364,2018,3
1336,364,2018,3
1337,364,2018,3
1338,364,2018,3
1339,364,2018,3
1340,365,2019,2
1341,365,2019,2
1342,365,2019,2
1343,365,2019,2
1344,365,2019,2
1345,366,2016,2
1346,367,2019,8
1347,367,2019,8
1348,367,2019,8
1349,368,2019,2
1350,368,2019,2
1351,368,2019,2
1352,368,2019,2
1353,369,2018,2
1354,369,2018,2
1355,369,2018,2
1356,369,2018,2
106,369,2018,2
1357,370,2016,1
1358,370,2016,1
1359,370,2016,1
1360,371,2019,8
1361,371,2019,8
1362,371,2019,8
1363,371,2019,8
1364,372,2019,2
1365,372,2019,2
1366,372,2019,2
1367,372,2019,2
1368,372,2019,2
1369,372,2019,2
1370,372,2019,2
139,373,2018,3
1371,373,2018,3
1372,373,2018,3
1373,373,2018,3
1374,373,2018,3
140,373,2018,3
1375,374,2019,2
1375,374,2019,2
1376,374,2019,2
1377,374,2019,2
1378,375,2018,3
1379,375,2018,3
1380,375,2018,3
1381,376,2019,2
1382,377,2018,2
1383,377,2018,2
1384,377,2018,2
1385,377,2018,2
1386,378,2016,5
1387,378,2016,5
1388,378,2016,5
1389,379,2018,2
1389,379,2018,2
1390,379,2018,2
1391,379,2018,2
1392,379,2018,2
872,380,2017,3
873,380,2017,3
1393,381,2018,5
98,381,2018,5
1394,382,2018,2
1395,382,2018,2
1396,382,2018,2
1397,382,2018,2
1398,382,2018,2
1399,383,2019,5
1400,383,2019,5
1401,383,2019,5
1402,383,2019,5
1403,384,2019,8
1404,384,2019,8
1405,384,2019,8
1406,384,2019,8
1407,384,2019,8
1408,385,2016,2
1409,385,2016,2
198,385,2016,2
1410,386,2018,1
1411,386,2018,1
1412,386,2018,1
1413,387,2019,2
1414,387,2019,2
1415,387,2019,2
1416,387,2019,2
1417,388,2019,2
1418,388,2019,2
1419,389,2018,3
1420,389,2018,3
1421,389,2018,3
1422,390,2018,2
1423,390,2018,2
1424,390,2018,2
1425,390,2018,2
1426,390,2018,2
1427,390,2018,2
1428,391,2018,3
1429,391,2018,3
1430,391,2018,3
1431,392,2018,2
1432,392,2018,2
1433,392,2018,2
1434,393,2019,5
1435,393,2019,5
1436,393,2019,5
1437,394,2019,7
1438,394,2019,7
1439,394,2019,7
1440,395,2018,8
1441,395,2018,8
1442,395,2018,8
1443,395,2018,8
